# t[days] Lbol[erg/s]
0.51724 1.09240e+41
1.03448 3.51285e+41
1.55172 3.51285e+41
2.06897 2.97959e+41
2.58621 2.20736e+41
3.10345 1.55801e+41
3.62069 9.95868e+40
4.13793 6.27324e+40
4.65517 4.44203e+40
5.17241 3.24371e+40
5.68966 2.58748e+40
6.20690 2.07357e+40
6.72414 1.72057e+40
7.24138 1.50013e+40
7.75862 1.31428e+40
8.27586 1.11914e+40
8.79310 1.03264e+40
9.31034 8.92014e+39
9.82759 8.21334e+39
10.34483 7.56254e+39
10.86207 6.96331e+39
11.37931 6.41156e+39
11.89655 5.90353e+39
12.41379 5.43576e+39
12.93103 5.00505e+39
13.44828 4.60846e+39
13.96552 4.24330e+39
14.48276 3.90708e+39
15.00000 3.59749e+39
