# t[days] Lbol[erg/s]
0.51724 3.96804e+40
1.03448 3.96804e+40
1.55172 1.32034e+40
2.06897 6.57981e+39
2.58621 4.14384e+39
3.10345 2.82247e+39
3.62069 2.02810e+39
4.13793 1.52005e+39
4.65517 1.27357e+39
5.17241 9.63983e+38
5.68966 7.96538e+38
6.20690 6.55681e+38
6.72414 5.40398e+38
7.24138 4.72206e+38
7.75862 3.81785e+38
8.27586 3.47442e+38
8.79310 3.05402e+38
9.31034 2.42174e+38
9.82759 2.32837e+38
10.34483 2.23860e+38
10.86207 2.15229e+38
11.37931 2.06931e+38
11.89655 1.98953e+38
12.41379 1.91283e+38
12.93103 1.83908e+38
13.44828 1.76818e+38
13.96552 1.70001e+38
14.48276 1.63446e+38
15.00000 1.57145e+38
