# t[days] Lbol[erg/s]
0.51724 1.01965e+41
1.03448 3.42819e+41
1.55172 3.42819e+41
2.06897 2.95222e+41
2.58621 2.20006e+41
3.10345 1.53924e+41
3.62069 1.01055e+41
4.13793 6.28866e+40
4.65517 4.42665e+40
5.17241 3.23306e+40
5.68966 2.57900e+40
6.20690 2.07829e+40
6.72414 1.72914e+40
7.24138 1.51243e+40
7.75862 1.27986e+40
8.27586 1.14692e+40
8.79310 1.00901e+40
9.31034 8.93263e+39
9.82759 8.36150e+39
10.34483 7.82689e+39
10.86207 7.32647e+39
11.37931 6.85804e+39
11.89655 6.41956e+39
12.41379 6.00911e+39
12.93103 5.62491e+39
13.44828 5.26527e+39
13.96552 4.92862e+39
14.48276 4.61350e+39
15.00000 4.31853e+39
