# t[days] Lbol[erg/s]
0.51724 1.15949e+41
1.03448 4.90599e+41
1.55172 5.84761e+41
2.06897 5.84761e+41
2.58621 5.16306e+41
3.10345 4.41192e+41
3.62069 3.51411e+41
4.13793 2.71463e+41
4.65517 1.97770e+41
5.17241 1.41841e+41
5.68966 1.03598e+41
6.20690 8.02234e+40
6.72414 6.13099e+40
7.24138 4.94626e+40
7.75862 4.14269e+40
8.27586 3.52373e+40
8.79310 3.04353e+40
9.31034 2.66434e+40
9.82759 2.33445e+40
10.34483 2.04541e+40
10.86207 1.79215e+40
11.37931 1.57025e+40
11.89655 1.37583e+40
12.41379 1.20548e+40
12.93103 1.05622e+40
13.44828 9.25439e+39
13.96552 8.10853e+39
14.48276 7.10456e+39
15.00000 6.22489e+39
