# t[days] Lbol[erg/s]
0.51724 4.73887e+40
1.03448 4.73887e+40
1.55172 1.87436e+40
2.06897 7.46821e+39
2.58621 4.33652e+39
3.10345 3.00961e+39
3.62069 2.19732e+39
4.13793 1.66481e+39
4.65517 1.33362e+39
5.17241 1.08352e+39
5.68966 8.80770e+38
6.20690 7.44495e+38
6.72414 6.36849e+38
7.24138 5.54421e+38
7.75862 4.86212e+38
8.27586 4.25725e+38
8.79310 3.72327e+38
9.31034 3.29186e+38
9.82759 2.92581e+38
10.34483 2.60047e+38
10.86207 2.31130e+38
11.37931 2.05429e+38
11.89655 1.82585e+38
12.41379 1.62282e+38
12.93103 1.44236e+38
13.44828 1.28198e+38
13.96552 1.13942e+38
14.48276 1.01272e+38
15.00000 9.00107e+37
