# t[days] Lbol[erg/s]
0.51724 1.84866e+41
1.03448 8.50787e+41
1.55172 8.50787e+41
2.06897 7.72867e+41
2.58621 5.68911e+41
3.10345 4.16821e+41
3.62069 2.86294e+41
4.13793 1.86120e+41
4.65517 1.35455e+41
5.17241 9.68832e+40
5.68966 7.39109e+40
6.20690 6.15615e+40
6.72414 5.11669e+40
7.24138 4.30943e+40
7.75862 3.58503e+40
8.27586 3.22948e+40
8.79310 2.76074e+40
9.31034 2.40839e+40
9.82759 2.23827e+40
10.34483 2.08017e+40
10.86207 1.93324e+40
11.37931 1.79668e+40
11.89655 1.66977e+40
12.41379 1.55183e+40
12.93103 1.44221e+40
13.44828 1.34034e+40
13.96552 1.24567e+40
14.48276 1.15768e+40
15.00000 1.07590e+40
