# t[days] Lbol[erg/s]
0.51724 4.02435e+40
1.03448 1.36543e+41
1.55172 1.36543e+41
2.06897 1.23364e+41
2.58621 9.25613e+40
3.10345 6.53888e+40
3.62069 4.36152e+40
4.13793 2.94791e+40
4.65517 1.95770e+40
5.17241 1.33758e+40
5.68966 1.02418e+40
6.20690 8.38834e+39
6.72414 7.13845e+39
7.24138 6.01349e+39
7.75862 5.24824e+39
8.27586 4.67673e+39
8.79310 4.07556e+39
9.31034 3.72046e+39
9.82759 3.25304e+39
10.34483 2.84435e+39
10.86207 2.48699e+39
11.37931 2.17454e+39
11.89655 1.90134e+39
12.41379 1.66247e+39
12.93103 1.45360e+39
13.44828 1.27098e+39
13.96552 1.11130e+39
14.48276 9.71679e+38
15.00000 8.49602e+38
