# t[days] Lbol[erg/s]
0.51724 7.50665e+40
1.03448 3.85351e+41
1.55172 4.07235e+41
2.06897 4.07235e+41
2.58621 3.35983e+41
3.10345 2.55906e+41
3.62069 1.89517e+41
4.13793 1.29233e+41
4.65517 8.92091e+40
5.17241 6.39219e+40
5.68966 4.74324e+40
6.20690 3.72867e+40
6.72414 3.03392e+40
7.24138 2.51617e+40
7.75862 2.18975e+40
8.27586 1.88135e+40
8.79310 1.65465e+40
9.31034 1.45279e+40
9.82759 1.29943e+40
10.34483 1.16226e+40
10.86207 1.03957e+40
11.37931 9.29825e+39
11.89655 8.31669e+39
12.41379 7.43874e+39
12.93103 6.65348e+39
13.44828 5.95111e+39
13.96552 5.32289e+39
14.48276 4.76098e+39
15.00000 4.25839e+39
