# t[days] Lbol[erg/s]
0.51724 2.32798e+41
1.03448 7.71577e+41
1.55172 7.71577e+41
2.06897 6.42114e+41
2.58621 4.57413e+41
3.10345 3.03445e+41
3.62069 1.96595e+41
4.13793 1.35036e+41
4.65517 9.44196e+40
5.17241 6.93448e+40
5.68966 5.57516e+40
6.20690 4.64460e+40
6.72414 3.81605e+40
7.24138 3.25992e+40
7.75862 2.77113e+40
8.27586 2.45643e+40
8.79310 2.20607e+40
9.31034 1.96976e+40
9.82759 1.68953e+40
10.34483 1.44917e+40
10.86207 1.24301e+40
11.37931 1.06617e+40
11.89655 9.14494e+39
12.41379 7.84395e+39
12.93103 6.72804e+39
13.44828 5.77088e+39
13.96552 4.94990e+39
14.48276 4.24570e+39
15.00000 3.64169e+39
