# t[days] Lbol[erg/s]
0.51724 1.05967e+41
1.03448 3.51051e+41
1.55172 3.51051e+41
2.06897 2.96628e+41
2.58621 2.24435e+41
3.10345 1.55856e+41
3.62069 9.72021e+40
4.13793 6.42850e+40
4.65517 4.39865e+40
5.17241 3.26302e+40
5.68966 2.55341e+40
6.20690 2.07355e+40
6.72414 1.70987e+40
7.24138 1.50299e+40
7.75862 1.31044e+40
8.27586 1.13814e+40
8.79310 1.01667e+40
9.31034 9.00810e+39
9.82759 8.07892e+39
10.34483 7.24559e+39
10.86207 6.49821e+39
11.37931 5.82792e+39
11.89655 5.22678e+39
12.41379 4.68764e+39
12.93103 4.20411e+39
13.44828 3.77046e+39
13.96552 3.38154e+39
14.48276 3.03274e+39
15.00000 2.71991e+39
