# t[days] Lbol[erg/s]
0.51724 1.77312e+41
1.03448 8.50476e+41
1.55172 8.50476e+41
2.06897 7.72000e+41
2.58621 5.76088e+41
3.10345 4.17827e+41
3.62069 2.82035e+41
4.13793 1.89065e+41
4.65517 1.35553e+41
5.17241 9.63580e+40
5.68966 7.50837e+40
6.20690 6.07571e+40
6.72414 5.10077e+40
7.24138 4.24777e+40
7.75862 3.60675e+40
8.27586 3.16708e+40
8.79310 2.76100e+40
9.31034 2.47431e+40
9.82759 2.20151e+40
10.34483 1.95878e+40
10.86207 1.74282e+40
11.37931 1.55066e+40
11.89655 1.37970e+40
12.41379 1.22758e+40
12.93103 1.09223e+40
13.44828 9.71809e+39
13.96552 8.64663e+39
14.48276 7.69330e+39
15.00000 6.84508e+39
