# t[days] Lbol[erg/s]
0.51724 1.30865e+41
1.03448 5.68067e+41
1.55172 6.50483e+41
2.06897 6.50483e+41
2.58621 5.74674e+41
3.10345 4.52237e+41
3.62069 3.42907e+41
4.13793 2.41284e+41
4.65517 1.71050e+41
5.17241 1.20905e+41
5.68966 9.00228e+40
6.20690 7.17276e+40
6.72414 5.52721e+40
7.24138 4.50856e+40
7.75862 3.99484e+40
8.27586 3.38170e+40
8.79310 2.94312e+40
9.31034 2.60135e+40
9.82759 2.26186e+40
10.34483 1.96666e+40
10.86207 1.71000e+40
11.37931 1.48683e+40
11.89655 1.29279e+40
12.41379 1.12407e+40
12.93103 9.77366e+39
13.44828 8.49812e+39
13.96552 7.38904e+39
14.48276 6.42471e+39
15.00000 5.58623e+39
