# t[days] u g r i z y J H K
0.51724 -11.194 -12.209 -12.199 -13.331 -10.795 -5.146 -3.451 -12.325 -11.360 
1.03448 -13.357 -13.910 -14.398 -14.658 -14.389 -14.262 -12.722 -12.900 -12.042 
1.55172 -13.357 -13.910 -14.791 -15.125 -15.196 -14.793 -14.294 -13.475 -12.725 
2.06897 -13.011 -13.865 -14.791 -15.256 -15.228 -14.936 -14.409 -13.871 -13.057 
2.58621 -12.638 -13.806 -14.633 -15.256 -15.228 -14.936 -14.332 -13.871 -13.192 
3.10345 -12.172 -13.680 -14.584 -15.155 -15.178 -14.729 -14.332 -13.576 -13.104 
3.62069 -11.724 -13.426 -14.450 -14.947 -14.956 -14.427 -13.795 -13.401 -13.104 
4.13793 -11.057 -13.095 -14.149 -14.651 -14.607 -14.102 -13.683 -13.344 -12.552 
4.65517 -10.378 -12.816 -13.854 -14.406 -14.215 -13.835 -13.199 -13.066 -12.348 
5.17241 -10.110 -12.511 -13.621 -14.034 -13.884 -13.301 -12.825 -12.757 -12.320 
5.68966 -9.285 -12.072 -13.307 -13.715 -13.418 -12.938 -12.771 -12.418 -11.917 
6.20690 -8.916 -11.680 -12.938 -13.396 -13.170 -12.589 -12.319 -12.052 -11.713 
6.72414 -8.378 -11.291 -12.630 -13.067 -12.801 -12.337 -11.973 -11.984 -11.609 
7.24138 -7.834 -11.023 -12.379 -12.840 -12.569 -11.991 -11.718 -11.680 -11.713 
7.75862 -7.231 -10.760 -12.143 -12.619 -12.366 -11.925 -11.709 -11.583 -11.611 
8.27586 -6.868 -10.423 -11.971 -12.412 -12.008 -11.633 -11.541 -11.464 -11.645 
8.79310 -6.531 -10.164 -11.762 -12.186 -11.987 -11.519 -11.393 -11.383 -11.611 
9.31034 -5.130 -9.601 -11.299 -11.906 -11.644 -11.223 -11.227 -11.327 -11.285 
9.82759 -3.581 -8.191 -10.205 -11.031 -10.996 -10.708 -10.311 -10.515 -10.502 
10.34483 -3.174 -6.453 -8.941 -9.651 -9.591 -9.375 -9.042 -9.287 -9.114 
10.86207 -0.410 -5.135 -7.726 -8.401 -8.402 -7.603 -7.769 -8.156 -7.880 
11.37931 2.533 -3.614 -6.703 -7.293 -7.367 -6.955 -6.880 -6.336 -7.471 
11.89655 4.345 1.309 -5.192 -5.892 -5.356 -5.793 -4.311 -6.263 -6.823 
12.41379 6.158 3.491 -4.627 -4.634 -4.701 -3.542 -2.152 6.483 -5.767 
12.93103 7.971 5.673 -3.569 -3.926 -3.043 -0.591 -2.152 9.883 -4.820 
13.44828 9.784 7.855 -2.530 -2.807 -1.703 1.163 -0.748 13.283 -3.873 
13.96552 11.596 10.037 -1.491 -1.688 -0.363 2.916 0.657 16.683 -2.926 
14.48276 13.409 12.219 -0.451 -0.570 0.977 4.669 2.164 20.082 -1.979 
15.00000 13.409 12.219 0.000 0.000 0.977 4.669 2.164 20.082 -1.032 
