# t[days] Lbol[erg/s]
0.51724 2.23142e+41
1.03448 2.23142e+41
1.55172 2.19785e+41
2.06897 1.05187e+41
2.58621 5.30999e+40
3.10345 3.31914e+40
3.62069 2.31181e+40
4.13793 1.68352e+40
4.65517 1.38630e+40
5.17241 1.06614e+40
5.68966 8.91393e+39
6.20690 7.40550e+39
6.72414 6.43379e+39
7.24138 5.43403e+39
7.75862 4.64006e+39
8.27586 4.05844e+39
8.79310 3.75312e+39
9.31034 3.08450e+39
9.82759 2.97665e+39
10.34483 2.87258e+39
10.86207 2.77215e+39
11.37931 2.67523e+39
11.89655 2.58170e+39
12.41379 2.49143e+39
12.93103 2.40433e+39
13.44828 2.32027e+39
13.96552 2.23914e+39
14.48276 2.16086e+39
15.00000 2.08531e+39
