# t[days] Lbol[erg/s]
0.51724 9.11393e+40
1.03448 8.08305e+41
1.55172 8.08305e+41
2.06897 7.98813e+41
2.58621 7.01058e+41
3.10345 5.23727e+41
3.62069 3.86777e+41
4.13793 2.71203e+41
4.65517 1.97729e+41
5.17241 1.41744e+41
5.68966 1.09896e+41
6.20690 8.21321e+40
6.72414 6.54315e+40
7.24138 5.59011e+40
7.75862 4.60189e+40
8.27586 3.98483e+40
8.79310 3.48731e+40
9.31034 3.17440e+40
9.82759 2.80121e+40
10.34483 2.47189e+40
10.86207 2.18129e+40
11.37931 1.92485e+40
11.89655 1.69856e+40
12.41379 1.49887e+40
12.93103 1.32266e+40
13.44828 1.16717e+40
13.96552 1.02995e+40
14.48276 9.08868e+39
15.00000 8.02019e+39
