# t[days] u g r i z y J H K
0.51724 -12.821 -12.914 -13.439 -14.072 -13.423 -6.165 -13.471 -11.528 -8.282 
1.03448 -13.630 -14.444 -14.959 -15.102 -14.866 -14.584 -14.240 -13.849 -13.991 
1.55172 -13.993 -14.861 -15.651 -16.226 -16.205 -15.634 -15.010 -14.612 -14.204 
2.06897 -13.993 -14.861 -15.651 -16.226 -16.247 -15.844 -15.334 -14.720 -14.684 
2.58621 -13.441 -14.713 -15.644 -16.174 -16.209 -15.853 -15.334 -14.720 -14.684 
3.10345 -12.925 -14.565 -15.501 -16.060 -16.209 -15.844 -15.321 -14.787 -14.286 
3.62069 -12.455 -14.301 -15.302 -15.969 -16.023 -15.670 -15.173 -14.787 -14.276 
4.13793 -11.835 -14.002 -15.246 -15.823 -15.856 -15.455 -14.863 -14.718 -14.128 
4.65517 -11.264 -13.591 -14.909 -15.539 -15.565 -15.230 -14.656 -14.505 -14.006 
5.17241 -10.777 -13.214 -14.654 -15.300 -15.228 -14.792 -14.427 -14.003 -13.662 
5.68966 -10.133 -12.858 -14.415 -15.064 -14.976 -14.572 -14.056 -13.865 -13.606 
6.20690 -9.812 -12.668 -14.112 -14.749 -14.715 -14.245 -13.813 -13.644 -13.347 
6.72414 -8.995 -12.156 -13.741 -14.362 -14.244 -13.756 -13.588 -13.380 -13.149 
7.24138 -8.353 -11.918 -13.512 -14.066 -14.059 -13.667 -13.176 -13.272 -13.104 
7.75862 -7.959 -11.575 -13.237 -13.850 -13.761 -13.221 -13.051 -13.064 -13.060 
8.27586 -7.163 -11.233 -12.995 -13.592 -13.425 -13.014 -13.047 -13.042 -12.953 
8.79310 -6.986 -10.961 -12.662 -13.368 -13.288 -13.008 -12.763 -12.921 -12.787 
9.31034 -6.854 -10.654 -12.453 -13.115 -13.078 -12.725 -12.662 -12.921 -12.787 
9.82759 -6.071 -10.362 -12.212 -12.919 -12.889 -12.545 -12.536 -12.638 -12.787 
10.34483 -5.436 -10.196 -12.011 -12.763 -12.674 -12.366 -12.516 -12.638 -12.766 
10.86207 -5.436 -9.893 -11.830 -12.573 -12.583 -12.178 -12.324 -12.641 -12.766 
11.37931 -5.078 -9.576 -11.567 -12.341 -12.363 -12.173 -12.236 -12.641 -12.697 
11.89655 -4.044 -9.189 -11.294 -12.069 -12.240 -12.009 -12.174 -12.437 -12.679 
12.41379 -3.146 -8.963 -10.970 -12.012 -12.156 -11.760 -12.000 -12.437 -12.634 
12.93103 -2.680 -8.572 -10.920 -11.827 -11.885 -11.641 -11.879 -12.418 -12.634 
13.44828 -2.674 -8.261 -10.719 -11.605 -11.768 -11.492 -11.843 -12.340 -12.634 
13.96552 -1.081 -7.993 -10.447 -11.469 -11.590 -11.377 -11.795 -12.259 -12.508 
14.48276 -0.464 -7.741 -10.242 -11.276 -11.379 -11.315 -11.506 -12.132 -12.471 
15.00000 0.000 -7.417 -9.876 -11.014 -11.251 -10.851 -11.465 -12.079 -12.279 
