# t[days] Lbol[erg/s]
0.51724 4.41267e+40
1.03448 2.34086e+41
1.55172 3.53167e+41
2.06897 3.53167e+41
2.58621 3.04052e+41
3.10345 2.62185e+41
3.62069 2.14451e+41
4.13793 1.54728e+41
4.65517 1.14046e+41
5.17241 8.38752e+40
5.68966 5.62868e+40
6.20690 4.41196e+40
6.72414 3.32141e+40
7.24138 2.78232e+40
7.75862 2.33491e+40
8.27586 2.00647e+40
8.79310 1.67478e+40
9.31034 1.51472e+40
9.82759 1.36065e+40
10.34483 1.22225e+40
10.86207 1.09793e+40
11.37931 9.86252e+39
11.89655 8.85934e+39
12.41379 7.95821e+39
12.93103 7.14874e+39
13.44828 6.42160e+39
13.96552 5.76842e+39
14.48276 5.18168e+39
15.00000 4.65463e+39
