# t[days] Lbol[erg/s]
0.51724 5.04760e+40
1.03448 2.96884e+41
1.55172 6.04867e+41
2.06897 6.04867e+41
2.58621 5.53129e+41
3.10345 5.01583e+41
3.62069 4.65962e+41
4.13793 3.88961e+41
4.65517 3.29093e+41
5.17241 2.66318e+41
5.68966 2.12684e+41
6.20690 1.65363e+41
6.72414 1.24461e+41
7.24138 1.03311e+41
7.75862 7.86444e+40
8.27586 6.39656e+40
8.79310 5.26979e+40
9.31034 4.37753e+40
9.82759 3.75691e+40
10.34483 3.22428e+40
10.86207 2.76716e+40
11.37931 2.37485e+40
11.89655 2.03816e+40
12.41379 1.74921e+40
12.93103 1.50121e+40
13.44828 1.28838e+40
13.96552 1.10572e+40
14.48276 9.48962e+39
15.00000 8.14425e+39
