# t[days] Lbol[erg/s]
0.51724 3.96730e+40
1.03448 3.96730e+40
1.55172 1.32304e+40
2.06897 6.57871e+39
2.58621 4.16497e+39
3.10345 2.79259e+39
3.62069 2.04018e+39
4.13793 1.53638e+39
4.65517 1.27190e+39
5.17241 9.63851e+38
5.68966 7.80474e+38
6.20690 6.59252e+38
6.72414 5.61008e+38
7.24138 4.53936e+38
7.75862 3.95025e+38
8.27586 3.48313e+38
8.79310 2.89201e+38
9.31034 2.52325e+38
9.82759 2.32919e+38
10.34483 2.15006e+38
10.86207 1.98470e+38
11.37931 1.83206e+38
11.89655 1.69116e+38
12.41379 1.56110e+38
12.93103 1.44104e+38
13.44828 1.33021e+38
13.96552 1.22790e+38
14.48276 1.13347e+38
15.00000 1.04629e+38
