# t[days] u g r i z y J H K
0.51724 -13.107 -11.835 -11.551 -8.409 0.000 -10.591 -1.778 -0.580 -12.912 
1.03448 -13.737 -13.678 -14.398 -14.805 -14.266 -12.477 -13.172 -11.477 -13.344 
1.55172 -13.955 -14.627 -15.210 -15.483 -15.291 -15.240 -14.504 -14.592 -13.776 
2.06897 -13.955 -14.627 -15.416 -16.056 -16.149 -15.843 -15.559 -15.033 -14.567 
2.58621 -13.869 -14.613 -15.416 -16.056 -16.194 -16.086 -15.683 -15.033 -14.797 
3.10345 -13.468 -14.329 -15.163 -15.919 -16.194 -16.086 -15.683 -15.146 -14.643 
3.62069 -13.221 -14.207 -15.114 -15.707 -16.010 -15.873 -15.443 -15.146 -14.643 
4.13793 -12.639 -13.660 -14.803 -15.541 -15.786 -15.837 -15.441 -14.791 -14.399 
4.65517 -11.933 -13.573 -14.487 -15.267 -15.692 -15.572 -15.340 -14.716 -14.252 
5.17241 -11.461 -13.142 -14.195 -14.988 -15.418 -15.352 -14.857 -14.321 -14.214 
5.68966 -10.961 -12.697 -13.927 -14.804 -15.134 -15.144 -14.526 -14.144 -13.597 
6.20690 -10.663 -12.350 -13.541 -14.445 -14.953 -14.622 -14.187 -14.001 -13.279 
6.72414 -9.791 -11.897 -13.371 -14.146 -14.500 -14.559 -13.988 -13.831 -13.208 
7.24138 -8.668 -11.139 -12.860 -13.843 -14.082 -14.026 -13.611 -13.729 -12.788 
7.75862 -8.386 -10.798 -12.702 -13.509 -13.656 -13.706 -13.347 -12.718 -12.788 
8.27586 -7.114 -10.293 -12.140 -13.014 -13.367 -13.254 -12.795 -12.478 -12.467 
8.79310 -6.681 -10.048 -11.283 -12.367 -13.016 -13.020 -12.780 -12.242 -10.633 
9.31034 -5.547 -9.073 -11.270 -11.983 -12.223 -12.706 -11.927 -12.242 -10.633 
9.82759 -4.822 -8.297 -10.513 -11.213 -11.962 -11.805 -11.483 -11.862 -10.710 
10.34483 -3.695 -5.641 -10.249 -10.162 -11.478 -11.013 -11.329 -10.320 -10.710 
10.86207 -2.605 -4.094 -8.013 -10.126 -10.083 -10.728 -9.441 -10.275 -9.984 
11.37931 -1.313 -2.301 -7.883 -9.445 -9.651 -10.673 -9.048 -9.888 -9.984 
11.89655 -0.603 -2.131 -7.405 -8.832 -9.217 -9.437 -8.349 -7.186 -10.041 
12.41379 1.189 -1.916 -2.305 -8.419 -8.289 -8.071 -3.318 -4.528 -10.098 
12.93103 2.391 -1.478 -2.305 -8.017 2.644 -8.071 -1.277 -3.092 -10.155 
13.44828 3.593 -1.040 -4.155 -7.613 5.468 -7.407 0.764 -1.655 -10.212 
13.96552 4.795 -0.603 -4.699 -2.580 8.292 -6.743 2.727 -0.218 -10.269 
14.48276 5.997 -0.165 -4.699 -1.017 11.116 -6.078 4.689 1.218 -10.325 
15.00000 5.997 0.000 -2.603 0.000 11.116 -5.414 4.689 1.218 -10.325 
