# t[days] u g r i z y J H K
0.51724 -12.732 -13.307 -13.976 -13.983 -13.593 -13.412 -12.004 -11.517 -11.106 
1.03448 -12.946 -14.398 -15.146 -15.249 -14.666 -14.054 -13.032 -11.664 -11.856 
1.55172 -12.946 -14.398 -15.146 -15.249 -14.666 -14.054 -13.032 -12.078 -11.856 
2.06897 -12.340 -14.105 -14.920 -14.869 -14.246 -13.367 -12.390 -12.078 -11.590 
2.58621 -11.509 -13.524 -14.382 -14.279 -13.505 -12.806 -11.970 -11.746 -11.367 
3.10345 -10.570 -12.923 -13.691 -13.580 -12.873 -12.198 -11.657 -11.492 -11.432 
3.62069 -9.718 -12.263 -13.151 -13.033 -12.410 -11.878 -11.642 -11.420 -11.432 
4.13793 -9.014 -11.747 -12.752 -12.615 -12.139 -11.552 -11.228 -11.492 -11.441 
4.65517 -8.218 -11.249 -12.274 -12.234 -11.723 -11.390 -11.219 -11.530 -11.488 
5.17241 -7.649 -10.806 -11.936 -11.988 -11.572 -11.079 -11.186 -11.592 -11.569 
5.68966 -6.918 -10.289 -11.572 -11.683 -11.373 -10.851 -11.125 -11.592 -11.698 
6.20690 -6.186 -9.859 -11.186 -11.362 -10.917 -10.649 -11.087 -11.432 -11.698 
6.72414 -5.631 -9.219 -10.731 -11.087 -10.821 -10.542 -10.957 -11.432 -11.712 
7.24138 -4.328 -8.749 -10.273 -10.720 -10.724 -10.187 -10.806 -11.432 -11.712 
7.75862 -3.651 -8.125 -9.737 -10.330 -10.299 -10.054 -10.629 -11.229 -11.677 
8.27586 -3.317 -7.339 -9.389 -10.049 -9.849 -9.817 -10.442 -11.139 -11.611 
8.79310 -1.851 -6.705 -8.766 -9.455 -9.565 -9.543 -10.191 -11.028 -11.570 
9.31034 -0.245 -6.009 -8.147 -8.970 -9.317 -9.069 -10.024 -10.838 -11.317 
9.82759 5.145 -5.409 -7.629 -8.460 -8.582 -8.975 -9.594 -10.782 -11.214 
10.34483 7.039 -4.812 -6.994 -7.975 -8.518 -8.655 -9.542 -10.524 -11.176 
10.86207 8.934 -4.167 -6.629 -7.890 -8.002 -8.094 -9.222 -10.357 -11.121 
11.37931 10.829 -3.762 -6.001 -6.996 -7.501 -7.942 -9.041 -10.293 -10.895 
11.89655 12.723 -2.896 -5.030 -6.692 -7.091 -7.485 -8.842 -9.961 -10.879 
12.41379 14.618 -1.997 -4.713 -6.009 -6.525 -7.466 -8.479 -9.889 -10.579 
12.93103 16.513 3.026 -4.616 -5.892 -6.314 -5.893 -7.991 -9.667 -10.550 
13.44828 18.407 4.593 -2.903 -5.419 -6.157 -5.665 -7.837 -9.398 -10.411 
13.96552 20.302 6.161 -2.710 -5.095 -5.498 -5.665 -7.518 -9.222 -10.206 
14.48276 22.197 7.728 -2.436 -4.094 -4.895 -5.120 -7.502 -9.071 -10.096 
15.00000 22.197 7.728 -2.277 -3.560 -4.517 -4.641 -6.838 -8.518 -9.690 
