# t[days] Lbol[erg/s]
0.51724 4.13389e+40
1.03448 4.13389e+40
1.55172 1.37158e+40
2.06897 6.74262e+39
2.58621 4.20287e+39
3.10345 2.88035e+39
3.62069 2.06080e+39
4.13793 1.58616e+39
4.65517 1.26008e+39
5.17241 1.01042e+39
5.68966 8.23255e+38
6.20690 6.76370e+38
6.72414 5.74713e+38
7.24138 4.84182e+38
7.75862 4.25396e+38
8.27586 3.63439e+38
8.79310 3.20859e+38
9.31034 2.72329e+38
9.82759 2.36215e+38
10.34483 2.04890e+38
10.86207 1.77719e+38
11.37931 1.54152e+38
11.89655 1.33709e+38
12.41379 1.15978e+38
12.93103 1.00598e+38
13.44828 8.72574e+37
13.96552 7.56860e+37
14.48276 6.56491e+37
15.00000 5.69433e+37
