# t[days] Lbol[erg/s]
0.51724 3.98048e+40
1.03448 3.98048e+40
1.55172 1.32050e+40
2.06897 6.60507e+39
2.58621 4.08158e+39
3.10345 2.83968e+39
3.62069 2.03649e+39
4.13793 1.57673e+39
4.65517 1.22781e+39
5.17241 9.66560e+38
5.68966 7.83915e+38
6.20690 6.53054e+38
6.72414 5.47622e+38
7.24138 4.79549e+38
7.75862 4.00466e+38
8.27586 3.44951e+38
8.79310 2.90887e+38
9.31034 2.51967e+38
9.82759 2.22274e+38
10.34483 1.96081e+38
10.86207 1.72974e+38
11.37931 1.52590e+38
11.89655 1.34608e+38
12.41379 1.18746e+38
12.93103 1.04752e+38
13.44828 9.24080e+37
13.96552 8.15184e+37
14.48276 7.19120e+37
15.00000 6.34377e+37
