# t[days] u g r i z y J H K
0.51724 -12.562 -13.290 -13.896 -12.879 -13.630 -4.941 -8.887 -12.137 -0.887 
1.03448 -13.719 -14.421 -15.105 -15.281 -14.714 -14.539 -13.387 -13.566 -7.147 
1.55172 -13.719 -14.421 -15.267 -16.012 -15.884 -15.727 -14.746 -14.769 -13.407 
2.06897 -13.351 -14.267 -15.267 -16.012 -15.884 -15.727 -14.807 -14.769 -13.986 
2.58621 -12.679 -13.850 -14.913 -15.640 -15.729 -15.396 -14.746 -14.292 -13.986 
3.10345 -11.678 -13.343 -14.669 -15.420 -15.544 -15.158 -14.679 -14.284 -13.594 
3.62069 -10.916 -12.854 -14.396 -15.215 -15.165 -14.955 -14.199 -14.075 -13.247 
4.13793 -10.377 -12.660 -13.916 -14.865 -14.722 -14.315 -13.927 -13.672 -13.241 
4.65517 -9.573 -12.208 -13.798 -14.368 -14.387 -14.060 -13.269 -13.212 -13.116 
5.17241 -9.469 -12.032 -13.298 -13.872 -13.807 -13.107 -13.149 -13.171 -11.922 
5.68966 -6.894 -10.704 -12.637 -13.419 -13.365 -12.770 -12.429 -11.878 -11.825 
6.20690 -6.741 -10.184 -11.981 -12.396 -12.541 -12.095 -11.807 -11.682 -11.825 
6.72414 -4.936 -8.825 -10.919 -12.287 -11.935 -11.304 -10.438 -11.171 -11.825 
7.24138 -4.622 -8.510 -10.094 -11.329 -11.833 -10.596 -10.438 -10.338 -10.471 
7.75862 -4.372 -7.924 -9.933 -10.498 -10.006 -10.577 -9.876 0.393 -8.883 
8.27586 -1.910 -5.436 -9.102 -8.140 -9.398 -8.039 -8.724 3.114 -7.295 
8.79310 1.243 -5.114 -6.824 -7.462 -8.977 -4.192 -6.112 5.835 -7.295 
9.31034 2.839 -1.193 -5.267 7.177 -5.749 -2.414 -5.030 8.556 -8.143 
9.82759 4.436 0.637 -4.719 11.069 -2.520 -0.636 -3.949 11.277 -8.143 
10.34483 6.033 2.466 -4.101 14.962 0.708 1.142 -2.867 13.998 -7.813 
10.86207 7.629 4.295 -2.935 18.855 2.851 3.490 -1.785 16.719 -7.483 
11.37931 9.226 6.124 -1.768 22.748 4.994 5.837 -0.704 19.440 -7.153 
11.89655 10.823 7.954 -0.602 26.640 7.137 8.185 0.378 22.161 -6.823 
12.41379 12.419 9.783 0.564 30.533 9.279 10.532 1.460 24.883 -6.494 
12.93103 14.016 11.612 1.731 34.426 11.422 12.880 2.541 27.604 -6.164 
13.44828 15.613 13.442 2.897 38.318 13.565 15.227 3.623 30.325 -5.834 
13.96552 17.209 15.271 4.064 42.211 15.708 17.575 4.705 33.046 -5.504 
14.48276 18.806 17.100 5.230 46.104 17.851 19.922 5.786 35.767 -5.174 
15.00000 18.806 17.100 5.230 46.104 17.851 19.922 5.786 35.767 -4.844 
