# t[days] u g r i z y J H K
0.51724 -13.645 -14.568 -14.779 -14.844 -14.278 -14.101 -13.639 -11.418 -12.780 
1.03448 -13.887 -15.437 -16.115 -16.164 -15.740 -15.134 -14.256 -13.150 -12.943 
1.55172 -13.887 -15.437 -16.115 -16.164 -15.740 -15.134 -14.256 -13.179 -13.359 
2.06897 -13.140 -15.142 -15.925 -15.848 -15.304 -14.391 -13.502 -13.262 -13.359 
2.58621 -12.084 -14.411 -15.317 -15.247 -14.515 -13.936 -13.091 -13.179 -13.080 
3.10345 -11.128 -13.725 -14.748 -14.654 -14.109 -13.585 -12.730 -13.083 -13.080 
3.62069 -10.150 -13.036 -14.076 -14.072 -13.524 -13.066 -12.701 -12.951 -13.212 
4.13793 -9.115 -12.322 -13.540 -13.635 -13.210 -12.880 -12.554 -12.951 -13.212 
4.65517 -8.195 -11.709 -13.043 -13.193 -12.908 -12.540 -12.446 -12.936 -13.189 
5.17241 -6.735 -11.060 -12.474 -12.772 -12.598 -12.217 -12.415 -12.882 -13.175 
5.68966 -6.570 -10.398 -11.980 -12.374 -12.234 -11.918 -12.179 -12.800 -13.175 
6.20690 -5.440 -9.710 -11.420 -11.908 -11.959 -11.715 -12.063 -12.717 -13.079 
6.72414 -4.424 -8.990 -10.696 -11.458 -11.436 -11.247 -11.816 -12.504 -12.879 
7.24138 -1.451 -8.024 -10.238 -10.910 -11.051 -10.860 -11.553 -12.436 -12.875 
7.75862 -1.393 -7.442 -9.562 -10.248 -10.454 -10.310 -11.055 -12.208 -12.722 
8.27586 -0.448 -6.903 -8.904 -9.803 -10.205 -10.116 -10.956 -11.904 -12.584 
8.79310 10.192 -5.594 -8.046 -9.251 -9.449 -9.739 -10.419 -11.772 -12.522 
9.31034 13.318 -4.731 -7.495 -8.523 -8.802 -9.290 -10.382 -11.667 -12.378 
9.82759 16.444 -4.550 -7.103 -8.148 -8.642 -8.560 -9.978 -11.317 -12.180 
10.34483 19.571 -2.802 -5.712 -7.221 -7.949 -7.947 -9.660 -11.129 -11.927 
10.86207 22.697 -1.777 -4.418 -7.109 -7.893 -7.869 -9.287 -10.943 -11.840 
11.37931 25.823 -0.752 8.038 -6.283 -7.434 -7.195 -9.186 -10.649 -11.736 
11.89655 28.950 0.273 11.255 -5.889 -7.303 -7.142 -8.535 -10.308 -11.508 
12.41379 32.076 1.274 14.472 -5.039 -6.166 -7.111 -8.376 -10.048 -11.381 
12.93103 35.203 2.275 17.689 -4.935 -5.434 -5.912 -7.894 -9.832 -11.200 
13.44828 38.329 3.276 20.906 -4.830 -4.598 -5.566 -7.688 -9.438 -10.885 
13.96552 41.455 4.277 24.123 -4.538 -4.598 -5.566 -7.618 -9.254 -10.485 
14.48276 44.582 5.278 27.340 -4.245 -2.787 -5.566 -6.558 -8.881 -10.315 
15.00000 44.582 5.278 27.340 -3.670 -2.787 -5.182 -6.376 -8.698 -9.972 
