# t[days] u g r i z y J H K
0.51724 -12.326 -13.409 -13.372 -12.413 -11.370 -10.460 -8.786 -9.595 -8.594 
1.03448 -12.326 -13.409 -13.372 -12.413 -11.370 -10.460 -9.144 -9.808 -9.549 
1.55172 -10.881 -12.173 -12.164 -11.364 -10.584 -9.637 -9.518 -9.808 -9.549 
2.06897 -9.434 -11.190 -11.484 -11.013 -10.295 -9.637 -9.608 -10.020 -10.240 
2.58621 -8.122 -10.243 -10.816 -10.631 -10.003 -9.450 -9.726 -10.250 -10.434 
3.10345 -6.485 -9.148 -10.063 -10.131 -9.713 -9.450 -9.608 -10.250 -10.531 
3.62069 -4.283 -7.857 -9.202 -9.431 -9.303 -9.242 -9.448 -10.249 -10.450 
4.13793 -1.510 -6.432 -8.197 -8.696 -8.599 -8.237 -8.983 -9.972 -10.450 
4.65517 -0.003 -4.793 -7.054 -7.668 -7.239 -7.793 -8.516 -9.752 -10.296 
5.17241 10.957 -4.107 -5.791 -6.277 -6.887 -7.047 -7.788 -9.284 -10.006 
5.68966 14.773 -1.429 -4.060 -5.587 -6.204 -6.466 -7.510 -8.869 -9.791 
6.20690 18.589 3.703 -3.444 -4.905 -5.156 -4.605 -6.990 -8.454 -9.304 
6.72414 22.404 6.015 -0.916 -2.596 -4.302 -4.455 -6.184 -8.129 -9.212 
7.24138 26.220 8.327 0.619 -1.328 -3.358 -3.894 -5.493 -7.478 -8.684 
7.75862 30.036 10.639 2.153 -0.059 -3.083 -3.378 -4.903 -7.102 -8.597 
8.27586 33.852 12.952 3.688 1.209 -2.303 -1.797 -4.651 -6.782 -8.111 
8.79310 37.668 15.264 5.222 2.568 -1.523 -0.638 -4.316 -6.209 -7.654 
9.31034 41.483 17.576 6.757 3.927 -0.743 5.198 -3.189 -5.709 -7.621 
9.82759 45.299 19.888 8.292 5.286 0.037 7.158 -2.489 -5.055 -7.406 
10.34483 49.115 22.200 9.826 6.646 0.717 9.119 -2.243 -4.896 -6.791 
10.86207 52.931 24.512 11.361 8.005 1.396 11.079 2.942 -4.255 -6.515 
11.37931 56.747 26.824 12.895 9.364 2.075 13.039 4.461 -3.696 -6.079 
11.89655 60.562 29.136 14.430 10.723 2.754 15.000 5.980 -3.214 -5.745 
12.41379 64.378 31.448 15.964 12.082 3.433 16.960 7.498 -2.058 -5.701 
12.93103 68.194 33.761 17.499 13.441 4.112 18.921 9.017 -2.058 -5.227 
13.44828 72.010 36.073 19.034 14.801 4.791 20.881 10.536 -1.364 -5.198 
13.96552 75.826 38.385 20.568 16.160 5.470 22.842 12.055 0.494 -4.751 
14.48276 79.641 40.697 22.103 17.519 6.149 24.802 13.573 1.236 -4.395 
15.00000 79.641 40.697 22.103 17.519 6.149 24.802 13.573 1.236 -3.788 
