# t[days] u g r i z y J H K
0.51724 -11.988 -12.644 -13.329 -14.283 -12.605 -12.312 -9.962 -11.241 -8.471 
1.03448 -13.121 -14.227 -14.865 -14.950 -14.605 -14.106 -13.118 -12.151 -11.142 
1.55172 -13.121 -14.227 -14.865 -14.955 -14.605 -14.106 -13.118 -12.151 -11.439 
2.06897 -12.356 -13.972 -14.765 -14.955 -14.337 -13.605 -13.033 -12.144 -11.453 
2.58621 -11.712 -13.517 -14.438 -14.501 -13.892 -13.046 -12.324 -12.043 -11.439 
3.10345 -10.911 -13.033 -13.828 -13.857 -13.306 -12.591 -12.099 -11.986 -11.316 
3.62069 -10.106 -12.436 -13.403 -13.339 -12.699 -12.037 -11.510 -11.279 -11.179 
4.13793 -9.405 -11.968 -12.922 -12.807 -12.225 -11.654 -11.166 -11.217 -11.105 
4.65517 -8.650 -11.495 -12.483 -12.417 -11.844 -11.157 -11.024 -11.144 -11.083 
5.17241 -8.168 -11.045 -12.164 -12.155 -11.602 -11.014 -10.923 -11.144 -11.034 
5.68966 -7.526 -10.625 -11.815 -11.872 -11.481 -10.869 -10.923 -11.144 -11.034 
6.20690 -7.114 -10.344 -11.545 -11.627 -11.391 -10.772 -10.862 -11.110 -11.244 
6.72414 -6.345 -9.911 -11.298 -11.387 -11.100 -10.747 -10.791 -11.110 -11.360 
7.24138 -6.057 -9.484 -10.946 -11.193 -10.817 -10.621 -10.636 -11.076 -11.385 
7.75862 -4.852 -9.097 -10.632 -10.862 -10.662 -10.248 -10.636 -11.076 -11.401 
8.27586 -4.206 -8.575 -10.300 -10.618 -10.392 -10.192 -10.615 -11.019 -11.401 
8.79310 -3.764 -8.142 -9.890 -10.434 -10.221 -9.994 -10.445 -10.934 -11.373 
9.31034 -3.500 -7.622 -9.533 -10.039 -9.949 -9.803 -10.156 -10.934 -11.301 
9.82759 -3.398 -7.178 -9.120 -9.754 -9.860 -9.460 -10.076 -10.934 -11.146 
10.34483 -2.910 -6.551 -8.755 -9.337 -9.354 -9.092 -10.037 -10.634 -11.106 
10.86207 0.054 -6.111 -8.244 -9.031 -9.220 -9.055 -9.713 -10.631 -11.014 
11.37931 0.906 -5.851 -8.046 -8.879 -8.980 -8.801 -9.586 -10.472 -10.946 
11.89655 1.758 -5.288 -7.363 -8.286 -8.675 -8.603 -9.328 -10.440 -10.914 
12.41379 2.610 -4.312 -6.911 -8.051 -7.992 -8.288 -9.317 -10.226 -10.781 
12.93103 3.462 -3.756 -6.648 -7.874 -7.922 -8.067 -9.137 -10.055 -10.744 
13.44828 4.314 -3.673 -6.037 -7.419 -7.479 -7.773 -8.928 -9.978 -10.560 
13.96552 5.166 -2.719 -5.622 -7.320 -7.370 -7.477 -8.609 -9.832 -10.537 
14.48276 6.018 -2.189 -5.462 -6.093 -7.105 -7.370 -8.305 -9.771 -10.449 
15.00000 6.018 -1.834 -4.438 -6.018 -6.207 -6.510 -8.122 -9.366 -10.136 
