# t[days] Lbol[erg/s]
0.51724 6.66407e+40
1.03448 4.19307e+41
1.55172 5.11635e+41
2.06897 5.11635e+41
2.58621 4.33487e+41
3.10345 3.45572e+41
3.62069 2.70944e+41
4.13793 1.95197e+41
4.65517 1.41424e+41
5.17241 1.02535e+41
5.68966 7.31701e+40
6.20690 5.59953e+40
6.72414 4.50299e+40
7.24138 3.77982e+40
7.75862 3.04595e+40
8.27586 2.68338e+40
8.79310 2.35506e+40
9.31034 2.08166e+40
9.82759 1.88858e+40
10.34483 1.71340e+40
10.86207 1.55447e+40
11.37931 1.41028e+40
11.89655 1.27947e+40
12.41379 1.16079e+40
12.93103 1.05312e+40
13.44828 9.55438e+39
13.96552 8.66815e+39
14.48276 7.86413e+39
15.00000 7.13468e+39
