# t[days] Lbol[erg/s]
0.51724 1.79612e+41
1.03448 8.53035e+41
1.55172 8.53035e+41
2.06897 7.72249e+41
2.58621 5.74444e+41
3.10345 4.19202e+41
3.62069 2.81816e+41
4.13793 1.87060e+41
4.65517 1.35643e+41
5.17241 9.70512e+40
5.68966 7.46688e+40
6.20690 6.07015e+40
6.72414 5.10368e+40
7.24138 4.27221e+40
7.75862 3.61136e+40
8.27586 3.19886e+40
8.79310 2.72987e+40
9.31034 2.47339e+40
9.82759 2.20229e+40
10.34483 1.96091e+40
10.86207 1.74598e+40
11.37931 1.55461e+40
11.89655 1.38422e+40
12.41379 1.23250e+40
12.93103 1.09741e+40
13.44828 9.77127e+39
13.96552 8.70029e+39
14.48276 7.74669e+39
15.00000 6.89761e+39
