# t[days] Lbol[erg/s]
0.51724 1.69606e+41
1.03448 9.22042e+41
1.55172 1.01564e+42
2.06897 1.01564e+42
2.58621 8.07402e+41
3.10345 6.10546e+41
3.62069 4.50752e+41
4.13793 3.15354e+41
4.65517 2.22861e+41
5.17241 1.60325e+41
5.68966 1.21872e+41
6.20690 9.47632e+40
6.72414 7.43413e+40
7.24138 6.45053e+40
7.75862 5.33524e+40
8.27586 4.68995e+40
8.79310 4.15938e+40
9.31034 3.55909e+40
9.82759 3.25896e+40
10.34483 2.98413e+40
10.86207 2.73249e+40
11.37931 2.50206e+40
11.89655 2.29106e+40
12.41379 2.09786e+40
12.93103 1.92095e+40
13.44828 1.75896e+40
13.96552 1.61063e+40
14.48276 1.47481e+40
15.00000 1.35044e+40
