# t[days] u g r i z y J H K
0.51724 -11.257 -12.348 -13.100 -11.614 -9.579 -5.517 -12.208 -5.146 -12.232 
1.03448 -12.784 -14.000 -14.508 -14.771 -14.332 -14.182 -13.441 -9.272 -12.915 
1.55172 -13.582 -14.535 -15.298 -15.549 -15.516 -15.078 -14.674 -13.398 -13.597 
2.06897 -13.582 -14.535 -15.298 -15.781 -15.866 -15.575 -14.943 -14.620 -13.953 
2.58621 -13.465 -14.437 -15.163 -15.781 -15.866 -15.677 -15.035 -14.659 -14.209 
3.10345 -12.812 -14.031 -14.895 -15.628 -15.866 -15.677 -15.016 -14.659 -14.362 
3.62069 -12.636 -13.942 -14.788 -15.421 -15.609 -15.563 -15.016 -14.583 -14.362 
4.13793 -11.949 -13.573 -14.660 -15.302 -15.524 -15.434 -14.940 -14.417 -14.160 
4.65517 -11.929 -13.544 -14.524 -15.188 -15.432 -15.276 -14.595 -14.241 -13.720 
5.17241 -11.172 -13.219 -14.418 -14.962 -15.275 -15.004 -14.520 -14.002 -13.403 
5.68966 -10.725 -12.946 -14.102 -14.724 -14.783 -14.579 -14.005 -13.713 -13.403 
6.20690 -9.929 -12.573 -13.844 -14.417 -14.575 -14.267 -13.948 -13.639 -13.403 
6.72414 -9.414 -12.077 -13.507 -14.184 -14.223 -13.913 -13.423 -13.289 -12.842 
7.24138 -8.900 -11.871 -13.335 -13.927 -13.984 -13.770 -13.407 -13.090 -12.676 
7.75862 -8.533 -11.649 -13.046 -13.685 -13.692 -13.448 -12.876 -12.904 -12.597 
8.27586 -7.872 -11.188 -12.758 -13.474 -13.485 -13.170 -12.873 -12.625 -12.597 
8.79310 -7.498 -10.960 -12.548 -13.209 -13.250 -12.877 -12.532 -12.624 -12.597 
9.31034 -7.113 -10.775 -12.401 -13.018 -13.056 -12.738 -12.390 -12.461 -12.368 
9.82759 -6.630 -10.508 -12.137 -12.860 -12.811 -12.478 -12.272 -12.357 -12.168 
10.34483 -6.476 -10.302 -12.050 -12.644 -12.738 -12.429 -12.135 -12.234 -12.146 
10.86207 -6.246 -10.035 -11.804 -12.521 -12.551 -12.216 -12.070 -12.153 -12.018 
11.37931 -5.778 -9.780 -11.626 -12.403 -12.418 -12.112 -12.010 -12.137 -12.008 
11.89655 -5.748 -9.635 -11.429 -12.203 -12.292 -12.084 -11.984 -12.109 -12.018 
12.41379 -4.985 -9.335 -11.268 -12.169 -12.069 -11.712 -11.816 -12.086 -12.008 
12.93103 -4.279 -9.147 -11.181 -11.912 -11.990 -11.698 -11.806 -12.064 -12.021 
13.44828 -4.264 -8.765 -10.937 -11.826 -11.820 -11.553 -11.731 -11.985 -11.991 
13.96552 -3.428 -8.532 -10.840 -11.652 -11.724 -11.501 -11.665 -11.969 -11.985 
14.48276 -3.365 -8.364 -10.570 -11.532 -11.596 -11.389 -11.549 -11.875 -11.835 
15.00000 -2.505 -8.073 -10.330 -11.411 -11.487 -11.261 -11.523 -11.798 -11.708 
