# t[days] Lbol[erg/s]
0.51724 2.61187e+40
1.03448 2.86637e+41
1.55172 5.40007e+41
2.06897 5.40007e+41
2.58621 5.25382e+41
3.10345 4.44602e+41
3.62069 4.03906e+41
4.13793 3.28945e+41
4.65517 2.68819e+41
5.17241 2.25956e+41
5.68966 1.65482e+41
6.20690 1.32372e+41
6.72414 1.00548e+41
7.24138 7.97845e+40
7.75862 6.03924e+40
8.27586 5.09042e+40
8.79310 4.02816e+40
9.31034 3.61046e+40
9.82759 3.16371e+40
10.34483 2.77224e+40
10.86207 2.42920e+40
11.37931 2.12862e+40
11.89655 1.86523e+40
12.41379 1.63443e+40
12.93103 1.43219e+40
13.44828 1.25497e+40
13.96552 1.09968e+40
14.48276 9.63609e+39
15.00000 8.44373e+39
