# t[days] Lbol[erg/s]
0.51724 1.04345e+41
1.03448 6.59809e+41
1.55172 7.08237e+41
2.06897 7.08237e+41
2.58621 6.25320e+41
3.10345 5.38741e+41
3.62069 4.16596e+41
4.13793 3.12310e+41
4.65517 2.27294e+41
5.17241 1.57658e+41
5.68966 1.18029e+41
6.20690 9.37750e+40
6.72414 7.02995e+40
7.24138 5.81695e+40
7.75862 4.73211e+40
8.27586 4.07989e+40
8.79310 3.65913e+40
9.31034 3.25379e+40
9.82759 2.88446e+40
10.34483 2.55705e+40
10.86207 2.26681e+40
11.37931 2.00951e+40
11.89655 1.78141e+40
12.41379 1.57921e+40
12.93103 1.39996e+40
13.44828 1.24105e+40
13.96552 1.10018e+40
14.48276 9.75304e+39
15.00000 8.64600e+39
