# t[days] u g r i z y J H K
0.51724 -13.772 -14.545 -14.999 -14.746 -14.341 -14.163 -12.902 -11.641 -12.623 
1.03448 -13.772 -14.875 -15.436 -15.100 -14.341 -14.163 -12.902 -12.129 -12.623 
1.55172 -13.316 -14.875 -15.436 -15.100 -14.257 -13.512 -12.226 -12.129 -12.085 
2.06897 -12.075 -14.079 -14.667 -14.385 -13.639 -12.830 -11.979 -11.966 -12.034 
2.58621 -10.838 -13.199 -13.853 -13.597 -12.911 -12.566 -11.836 -11.966 -12.085 
3.10345 -9.789 -12.381 -13.271 -13.106 -12.575 -12.163 -11.760 -12.235 -12.414 
3.62069 -8.556 -11.618 -12.678 -12.651 -12.272 -11.864 -11.661 -12.346 -12.492 
4.13793 -7.310 -10.846 -12.023 -12.169 -11.861 -11.611 -11.633 -12.346 -12.523 
4.65517 -6.547 -10.048 -11.376 -11.710 -11.663 -11.260 -11.429 -12.190 -12.523 
5.17241 -4.857 -9.096 -10.657 -11.223 -11.055 -10.908 -11.359 -11.965 -12.481 
5.68966 -3.218 -7.968 -9.917 -10.533 -10.462 -10.488 -10.961 -11.775 -12.276 
6.20690 -2.412 -7.094 -9.090 -9.755 -9.902 -9.789 -10.636 -11.737 -12.257 
6.72414 -2.235 -6.220 -8.377 -9.249 -9.320 -9.299 -10.319 -11.520 -12.141 
7.24138 -1.156 -4.219 -7.219 -8.467 -8.864 -8.867 -9.913 -11.059 -12.008 
7.75862 -0.078 -3.623 -6.623 -7.741 -8.201 -8.189 -9.490 -10.705 -11.590 
8.27586 1.000 -3.296 -5.553 -6.447 -7.176 -7.783 -8.771 -10.519 -11.428 
8.79310 1.682 -2.284 -5.144 -6.402 -6.746 -7.149 -8.643 -10.121 -11.218 
9.31034 2.365 2.138 -4.278 -5.794 -6.444 -6.828 -8.339 -10.090 -10.911 
9.82759 3.047 3.810 -3.988 -3.943 -4.966 -6.061 -8.157 -9.668 -10.827 
10.34483 3.729 5.481 -3.698 -3.725 -4.172 -5.237 -7.096 -9.364 -10.511 
10.86207 4.412 7.153 -3.408 -3.463 -4.116 -5.237 -6.478 -8.821 -10.189 
11.37931 5.094 8.824 -3.118 -3.463 6.793 -5.245 -6.329 -8.664 -10.058 
11.89655 5.776 10.496 -2.828 1.350 9.500 -5.245 -6.052 -8.228 -9.705 
12.41379 6.458 12.167 -2.353 2.779 12.208 -3.370 -5.670 -7.925 -9.331 
12.93103 7.141 13.839 -1.879 4.208 14.916 -1.487 -5.408 -7.463 -9.309 
13.44828 7.823 15.511 -1.405 5.637 17.624 -0.656 -4.947 -7.321 -9.309 
13.96552 8.505 17.182 -0.930 7.066 20.332 0.175 -4.863 -7.080 -8.683 
14.48276 9.188 18.854 -0.456 8.495 23.040 1.259 -4.482 -7.061 -8.529 
15.00000 9.188 18.854 0.000 8.495 23.040 1.259 0.000 -6.378 -7.764 
