# t[days] Lbol[erg/s]
0.51724 1.94555e+41
1.03448 2.22389e+41
1.55172 2.22389e+41
2.06897 1.20250e+41
2.58621 5.93449e+40
3.10345 3.51909e+40
3.62069 2.33430e+40
4.13793 1.72622e+40
4.65517 1.40105e+40
5.17241 1.11591e+40
5.68966 8.97346e+39
6.20690 7.43071e+39
6.72414 6.57769e+39
7.24138 5.49851e+39
7.75862 4.80561e+39
8.27586 4.21539e+39
8.79310 3.78774e+39
9.31034 3.29384e+39
9.82759 2.96042e+39
10.34483 2.66074e+39
10.86207 2.39140e+39
11.37931 2.14933e+39
11.89655 1.93176e+39
12.41379 1.73621e+39
12.93103 1.56046e+39
13.44828 1.40250e+39
13.96552 1.26053e+39
14.48276 1.13293e+39
15.00000 1.01825e+39
