# t[days] Lbol[erg/s]
1.22449 1.08791e+41
1.42857 1.08791e+41
1.63265 1.00545e+41
1.83673 9.63590e+40
2.04082 9.19490e+40
2.24490 8.93171e+40
2.44898 8.92247e+40
2.65306 8.69227e+40
2.85714 8.52896e+40
3.06122 8.46534e+40
3.26531 8.34619e+40
3.46939 8.22113e+40
3.67347 8.19034e+40
3.87755 8.11948e+40
4.08163 8.03029e+40
4.28571 7.93353e+40
4.48980 7.91601e+40
4.69388 7.65361e+40
4.89796 7.52635e+40
5.10204 7.29413e+40
5.30612 7.26118e+40
5.51020 7.03918e+40
5.71429 6.79806e+40
5.91837 6.59959e+40
