# t[days] u g r i z y J H K
1.22449 -12.180 -13.360 -13.844 -14.486 -14.810 -14.783 -14.496 -14.298 -14.158 
1.42857 -12.497 -13.360 -13.844 -14.486 -14.810 -14.783 -14.496 -14.298 -14.158 
1.63265 -12.796 -13.233 -13.693 -14.201 -14.585 -14.602 -14.444 -14.298 -14.158 
1.83673 -12.866 -13.072 -13.660 -14.166 -14.430 -14.497 -14.414 -14.297 -14.091 
2.04082 -12.866 -12.934 -13.534 -14.105 -14.384 -14.497 -14.414 -14.314 -14.035 
2.24490 -12.609 -12.852 -13.462 -14.006 -14.327 -14.365 -14.408 -14.296 -14.035 
2.44898 -12.368 -12.792 -13.302 -13.848 -14.309 -14.330 -14.406 -14.314 -14.165 
2.65306 -12.208 -12.706 -13.189 -13.846 -14.166 -14.286 -14.389 -14.316 -14.194 
2.85714 -12.106 -12.590 -13.185 -13.759 -14.150 -14.208 -14.321 -14.316 -14.222 
3.06122 -11.986 -12.477 -13.055 -13.729 -14.063 -14.208 -14.313 -14.315 -14.265 
3.26531 -11.845 -12.412 -12.994 -13.684 -14.058 -14.204 -14.313 -14.315 -14.265 
3.46939 -11.694 -12.292 -12.863 -13.600 -14.030 -14.155 -14.293 -14.343 -14.266 
3.67347 -11.548 -12.194 -12.784 -13.534 -13.985 -14.148 -14.293 -14.344 -14.293 
3.87755 -11.393 -12.105 -12.766 -13.467 -13.941 -14.147 -14.271 -14.348 -14.374 
4.08163 -11.236 -11.987 -12.638 -13.407 -13.941 -14.130 -14.317 -14.374 -14.384 
4.28571 -11.081 -11.860 -12.574 -13.400 -13.929 -14.130 -14.315 -14.411 -14.374 
4.48980 -10.914 -11.748 -12.526 -13.332 -13.913 -14.130 -14.317 -14.411 -14.411 
4.69388 -10.746 -11.635 -12.420 -13.275 -13.857 -14.049 -14.315 -14.428 -14.411 
4.89796 -10.581 -11.525 -12.346 -13.171 -13.760 -14.004 -14.306 -14.428 -14.449 
5.10204 -10.410 -11.408 -12.226 -13.141 -13.746 -14.004 -14.306 -14.428 -14.472 
5.30612 -10.236 -11.285 -12.204 -13.115 -13.746 -14.004 -14.306 -14.450 -14.501 
5.51020 -10.064 -11.155 -12.099 -13.080 -13.687 -13.977 -14.291 -14.450 -14.532 
5.71429 -9.894 -11.037 -11.958 -12.987 -13.651 -13.949 -14.279 -14.450 -14.532 
5.91837 -9.716 -10.902 -11.953 -12.937 -13.636 -13.874 -14.273 -14.444 -14.507 
