# t[days] u g r i z y J H K
1.22449 -11.750 -12.405 -13.196 -13.644 -13.764 -13.735 -13.820 -13.454 -13.247 
1.42857 -11.750 -12.405 -13.196 -13.672 -13.947 -13.939 -13.860 -13.698 -13.477 
1.63265 -11.444 -12.246 -13.009 -13.689 -14.034 -14.000 -13.966 -13.732 -13.615 
1.83673 -11.154 -12.045 -13.004 -13.689 -14.092 -14.135 -14.092 -13.999 -13.823 
2.04082 -10.825 -11.857 -12.928 -13.680 -14.106 -14.146 -14.182 -14.055 -13.837 
2.24490 -10.511 -11.685 -12.866 -13.673 -14.106 -14.152 -14.247 -14.167 -13.942 
2.44898 -10.165 -11.500 -12.749 -13.612 -14.067 -14.199 -14.253 -14.256 -14.007 
2.65306 -9.832 -11.349 -12.645 -13.594 -14.063 -14.199 -14.264 -14.345 -14.157 
2.85714 -9.521 -11.092 -12.584 -13.548 -14.050 -14.199 -14.314 -14.345 -14.250 
3.06122 -9.223 -10.932 -12.439 -13.458 -14.011 -14.192 -14.327 -14.373 -14.275 
3.26531 -8.859 -10.756 -12.317 -13.408 -13.932 -14.165 -14.332 -14.373 -14.308 
3.46939 -8.558 -10.492 -12.183 -13.323 -13.910 -14.106 -14.327 -14.386 -14.316 
3.67347 -8.209 -10.366 -12.059 -13.217 -13.834 -14.068 -14.291 -14.386 -14.355 
3.87755 -7.891 -10.207 -11.948 -13.102 -13.759 -14.000 -14.283 -14.376 -14.381 
4.08163 -7.499 -9.941 -11.781 -13.052 -13.712 -13.980 -14.224 -14.376 -14.392 
4.28571 -7.206 -9.757 -11.624 -12.871 -13.557 -13.932 -14.199 -14.362 -14.396 
4.48980 -6.924 -9.486 -11.534 -12.767 -13.536 -13.796 -14.150 -14.337 -14.396 
4.69388 -6.678 -9.357 -11.328 -12.682 -13.424 -13.716 -14.094 -14.331 -14.348 
4.89796 -6.430 -9.088 -11.241 -12.576 -13.304 -13.657 -14.072 -14.278 -14.345 
5.10204 -5.950 -8.926 -11.113 -12.463 -13.237 -13.535 -14.027 -14.256 -14.310 
5.30612 -5.551 -8.671 -10.906 -12.319 -13.118 -13.465 -13.927 -14.220 -14.305 
5.51020 -5.339 -8.528 -10.779 -12.221 -13.023 -13.376 -13.897 -14.190 -14.261 
5.71429 -4.804 -8.299 -10.564 -12.074 -12.949 -13.310 -13.832 -14.148 -14.229 
5.91837 -4.724 -8.019 -10.463 -11.957 -12.766 -13.174 -13.774 -14.102 -14.220 
