# t[days] Lbol[erg/s]
1.22449 1.50188e+41
1.42857 1.50188e+41
1.63265 1.46120e+41
1.83673 1.38183e+41
2.04082 1.36392e+41
2.24490 1.31614e+41
2.44898 1.28975e+41
2.65306 1.27018e+41
2.85714 1.27004e+41
3.06122 1.27018e+41
3.26531 1.28326e+41
3.46939 1.28326e+41
3.67347 1.27091e+41
3.87755 1.27091e+41
4.08163 1.27091e+41
4.28571 1.24748e+41
4.48980 1.23534e+41
4.69388 1.23534e+41
4.89796 1.23425e+41
5.10204 1.22026e+41
5.30612 1.21382e+41
5.51020 1.19906e+41
5.71429 1.17990e+41
5.91837 1.15750e+41
