# t[days] u g r i z y J H K
1.22449 -12.591 -14.555 -15.641 -16.172 -16.404 -16.432 -16.572 -16.455 -16.215 
1.42857 -12.591 -14.555 -15.641 -16.172 -16.404 -16.499 -16.581 -16.485 -16.333 
1.63265 -12.212 -14.328 -15.475 -16.088 -16.389 -16.503 -16.632 -16.541 -16.389 
1.83673 -11.873 -14.064 -15.345 -16.012 -16.346 -16.503 -16.632 -16.548 -16.421 
2.04082 -11.617 -13.798 -15.186 -15.871 -16.231 -16.441 -16.576 -16.583 -16.439 
2.24490 -11.109 -13.582 -14.994 -15.798 -16.197 -16.329 -16.575 -16.583 -16.457 
2.44898 -10.768 -13.326 -14.842 -15.643 -16.080 -16.278 -16.525 -16.576 -16.497 
2.65306 -10.152 -13.071 -14.630 -15.524 -15.988 -16.222 -16.459 -16.544 -16.497 
2.85714 -9.987 -12.802 -14.421 -15.341 -15.856 -16.114 -16.430 -16.530 -16.449 
3.06122 -9.425 -12.494 -14.179 -15.202 -15.732 -15.996 -16.373 -16.510 -16.449 
3.26531 -8.990 -12.230 -14.026 -15.036 -15.613 -15.877 -16.282 -16.476 -16.448 
3.46939 -8.325 -11.988 -13.790 -14.886 -15.459 -15.768 -16.229 -16.403 -16.409 
3.67347 -8.006 -11.553 -13.554 -14.686 -15.315 -15.623 -16.106 -16.362 -16.384 
3.87755 -7.524 -11.368 -13.343 -14.543 -15.137 -15.491 -15.976 -16.278 -16.352 
4.08163 -7.319 -10.980 -13.077 -14.332 -14.995 -15.381 -15.921 -16.209 -16.296 
4.28571 -6.490 -10.790 -12.829 -14.175 -14.811 -15.187 -15.843 -16.153 -16.275 
4.48980 -6.342 -10.337 -12.589 -13.935 -14.678 -15.120 -15.721 -16.091 -16.229 
4.69388 -6.208 -10.058 -12.357 -13.762 -14.541 -14.937 -15.631 -15.986 -16.166 
4.89796 -4.841 -9.853 -12.193 -13.542 -14.355 -14.834 -15.513 -15.944 -16.080 
5.10204 -4.841 -9.381 -11.918 -13.387 -14.229 -14.645 -15.404 -15.888 -16.026 
5.30612 -4.303 -9.066 -11.696 -13.198 -14.096 -14.569 -15.323 -15.818 -15.975 
5.51020 -3.403 -8.954 -11.415 -12.991 -13.826 -14.280 -15.228 -15.715 -15.939 
5.71429 -3.403 -8.384 -11.075 -12.785 -13.674 -14.225 -15.081 -15.617 -15.872 
5.91837 -2.962 -8.125 -10.896 -12.618 -13.462 -14.049 -14.945 -15.537 -15.793 
