# t[days] Lbol[erg/s]
1.22449 1.24957e+41
1.42857 1.24957e+41
1.63265 1.21220e+41
1.83673 1.16098e+41
2.04082 1.14003e+41
2.24490 1.09803e+41
2.44898 1.09535e+41
2.65306 1.07904e+41
2.85714 1.05823e+41
3.06122 1.00925e+41
3.26531 9.94471e+40
3.46939 9.49513e+40
3.67347 9.37146e+40
3.87755 9.09192e+40
4.08163 8.63132e+40
4.28571 8.44407e+40
4.48980 8.06229e+40
4.69388 7.91789e+40
4.89796 7.49451e+40
5.10204 7.08462e+40
5.30612 6.81174e+40
5.51020 6.61770e+40
5.71429 6.28478e+40
5.91837 6.05386e+40
