# t[days] u g r i z y J H K
1.22449 -12.507 -12.888 -13.469 -14.037 -14.326 -14.177 -14.186 -14.070 -13.787 
1.42857 -12.628 -12.888 -13.469 -14.037 -14.326 -14.249 -14.224 -14.070 -13.798 
1.63265 -12.628 -12.780 -13.415 -13.963 -14.290 -14.249 -14.186 -14.122 -13.850 
1.83673 -12.311 -12.649 -13.240 -13.868 -14.221 -14.249 -14.224 -14.106 -13.850 
2.04082 -12.091 -12.581 -13.220 -13.831 -14.206 -14.223 -14.161 -14.106 -13.850 
2.24490 -11.994 -12.469 -13.123 -13.714 -14.051 -14.178 -14.166 -14.052 -13.887 
2.44898 -11.860 -12.359 -12.952 -13.664 -14.051 -14.178 -14.164 -14.052 -13.920 
2.65306 -11.691 -12.257 -12.935 -13.611 -14.044 -14.095 -14.164 -14.149 -14.064 
2.85714 -11.519 -12.164 -12.819 -13.546 -14.044 -14.068 -14.149 -14.167 -14.064 
3.06122 -11.352 -12.039 -12.746 -13.535 -13.957 -14.068 -14.149 -14.196 -14.064 
3.26531 -11.171 -11.928 -12.678 -13.476 -13.921 -14.039 -14.213 -14.275 -14.123 
3.46939 -10.990 -11.758 -12.606 -13.443 -13.906 -14.102 -14.244 -14.275 -14.135 
3.67347 -10.811 -11.632 -12.482 -13.347 -13.897 -14.102 -14.252 -14.309 -14.264 
3.87755 -10.618 -11.517 -12.407 -13.338 -13.897 -14.103 -14.284 -14.364 -14.269 
4.08163 -10.420 -11.388 -12.369 -13.305 -13.897 -14.103 -14.301 -14.434 -14.326 
4.28571 -10.224 -11.243 -12.268 -13.239 -13.865 -14.079 -14.301 -14.434 -14.361 
4.48980 -10.024 -11.114 -12.182 -13.152 -13.792 -14.045 -14.301 -14.392 -14.345 
4.69388 -9.838 -10.935 -12.012 -13.115 -13.790 -14.025 -14.300 -14.392 -14.412 
4.89796 -9.624 -10.799 -11.989 -13.081 -13.790 -13.985 -14.277 -14.418 -14.345 
5.10204 -9.429 -10.694 -11.970 -12.996 -13.756 -13.965 -14.253 -14.418 -14.406 
5.30612 -9.225 -10.561 -11.799 -12.964 -13.679 -13.963 -14.243 -14.413 -14.406 
5.51020 -9.028 -10.366 -11.750 -12.895 -13.643 -13.905 -14.236 -14.413 -14.451 
5.71429 -8.814 -10.267 -11.686 -12.875 -13.603 -13.864 -14.232 -14.429 -14.471 
5.91837 -8.608 -10.094 -11.570 -12.825 -13.500 -13.851 -14.204 -14.429 -14.471 
