# t[days] Lbol[erg/s]
1.22449 1.39325e+41
1.42857 1.43533e+41
1.63265 1.44689e+41
1.83673 1.44689e+41
2.04082 1.36713e+41
2.24490 1.35860e+41
2.44898 1.29923e+41
2.65306 1.24766e+41
2.85714 1.16700e+41
3.06122 1.12395e+41
3.26531 1.05303e+41
3.46939 9.76990e+40
3.67347 9.04927e+40
3.87755 8.58177e+40
4.08163 7.96877e+40
4.28571 7.45242e+40
4.48980 7.01543e+40
4.69388 6.52422e+40
4.89796 6.11104e+40
5.10204 5.76375e+40
5.30612 5.37516e+40
5.51020 5.01726e+40
5.71429 4.73327e+40
5.91837 4.44282e+40
