# t[days] u g r i z y J H K
1.22449 -11.820 -12.889 -13.824 -14.410 -14.595 -14.684 -14.575 -14.211 -13.798 
1.42857 -11.820 -12.889 -13.824 -14.423 -14.750 -14.816 -14.683 -14.424 -14.220 
1.63265 -11.535 -12.756 -13.790 -14.457 -14.838 -14.953 -14.830 -14.591 -14.309 
1.83673 -11.263 -12.642 -13.777 -14.470 -14.919 -15.047 -14.925 -14.705 -14.505 
2.04082 -10.965 -12.469 -13.713 -14.507 -14.925 -15.129 -15.008 -14.874 -14.592 
2.24490 -10.700 -12.391 -13.706 -14.525 -14.977 -15.174 -15.113 -14.967 -14.749 
2.44898 -10.426 -12.303 -13.705 -14.525 -14.988 -15.185 -15.197 -15.077 -14.860 
2.65306 -10.106 -12.167 -13.585 -14.509 -14.997 -15.186 -15.252 -15.130 -14.931 
2.85714 -9.815 -12.026 -13.561 -14.502 -14.988 -15.202 -15.266 -15.163 -14.988 
3.06122 -9.550 -11.825 -13.425 -14.418 -14.944 -15.202 -15.278 -15.197 -15.013 
3.26531 -9.312 -11.744 -13.360 -14.373 -14.941 -15.179 -15.267 -15.206 -15.032 
3.46939 -8.930 -11.581 -13.240 -14.283 -14.848 -15.151 -15.267 -15.251 -15.122 
3.67347 -8.683 -11.457 -13.158 -14.235 -14.803 -15.117 -15.258 -15.256 -15.138 
3.87755 -8.458 -11.218 -13.041 -14.096 -14.762 -15.056 -15.226 -15.256 -15.167 
4.08163 -8.078 -11.108 -12.917 -14.016 -14.708 -15.015 -15.219 -15.256 -15.181 
4.28571 -7.806 -10.936 -12.798 -13.956 -14.618 -14.947 -15.177 -15.254 -15.181 
4.48980 -7.536 -10.717 -12.643 -13.839 -14.538 -14.880 -15.118 -15.245 -15.175 
4.69388 -7.205 -10.562 -12.522 -13.724 -14.439 -14.781 -15.092 -15.216 -15.170 
4.89796 -7.075 -10.371 -12.340 -13.600 -14.351 -14.702 -15.043 -15.181 -15.164 
5.10204 -6.773 -10.176 -12.213 -13.473 -14.219 -14.595 -14.994 -15.152 -15.132 
5.30612 -6.512 -9.973 -12.065 -13.376 -14.147 -14.505 -14.919 -15.107 -15.087 
5.51020 -6.278 -9.770 -11.945 -13.259 -14.015 -14.429 -14.873 -15.077 -15.077 
5.71429 -5.772 -9.586 -11.769 -13.129 -13.928 -14.356 -14.804 -15.036 -15.077 
5.91837 -5.619 -9.360 -11.605 -13.024 -13.846 -14.258 -14.746 -14.997 -15.042 
