# t[days] Lbol[erg/s]
1.22449 9.79839e+40
1.42857 9.79839e+40
1.63265 9.21268e+40
1.83673 8.74990e+40
2.04082 8.09023e+40
2.24490 7.74378e+40
2.44898 7.45933e+40
2.65306 6.88047e+40
2.85714 6.50494e+40
3.06122 6.13979e+40
3.26531 5.77534e+40
3.46939 5.42823e+40
3.67347 5.12558e+40
3.87755 4.81563e+40
4.08163 4.39024e+40
4.28571 4.13796e+40
4.48980 3.97026e+40
4.69388 3.62960e+40
4.89796 3.52949e+40
5.10204 3.25493e+40
5.30612 3.01096e+40
5.51020 2.77342e+40
5.71429 2.62416e+40
5.91837 2.34413e+40
