# t[days] u g r i z y J H K
1.22449 -11.217 -12.118 -12.923 -13.431 -13.503 -13.496 -13.591 -13.566 -13.543 
1.42857 -11.217 -12.118 -12.923 -13.431 -13.597 -13.585 -13.687 -13.704 -13.671 
1.63265 -10.829 -11.915 -12.855 -13.392 -13.597 -13.587 -13.737 -13.838 -13.704 
1.83673 -10.395 -11.567 -12.746 -13.310 -13.491 -13.585 -13.731 -13.890 -13.790 
2.04082 -10.011 -11.350 -12.482 -13.227 -13.421 -13.547 -13.731 -13.898 -13.835 
2.24490 -9.623 -11.017 -12.335 -13.054 -13.366 -13.516 -13.731 -13.899 -13.947 
2.44898 -9.185 -10.783 -12.154 -12.957 -13.226 -13.337 -13.712 -13.899 -13.947 
2.65306 -8.816 -10.440 -11.936 -12.821 -13.219 -13.329 -13.676 -13.822 -13.892 
2.85714 -8.401 -10.320 -11.832 -12.736 -13.090 -13.229 -13.615 -13.791 -13.847 
3.06122 -8.007 -9.996 -11.723 -12.644 -12.994 -13.193 -13.593 -13.790 -13.847 
3.26531 -7.538 -9.713 -11.359 -12.508 -12.928 -13.109 -13.533 -13.782 -13.847 
3.46939 -7.171 -9.440 -11.244 -12.298 -12.717 -13.001 -13.478 -13.742 -13.835 
3.67347 -6.816 -9.123 -11.105 -12.160 -12.704 -12.860 -13.340 -13.713 -13.835 
3.87755 -6.340 -8.821 -10.824 -11.980 -12.403 -12.787 -13.274 -13.642 -13.788 
4.08163 -6.109 -8.701 -10.669 -11.929 -12.400 -12.621 -13.229 -13.599 -13.750 
4.28571 -5.578 -8.305 -10.400 -11.678 -12.224 -12.609 -13.150 -13.533 -13.698 
4.48980 -5.112 -8.194 -10.284 -11.614 -12.195 -12.505 -13.062 -13.516 -13.661 
4.69388 -4.816 -7.898 -10.029 -11.354 -11.965 -12.408 -12.964 -13.434 -13.620 
4.89796 -4.542 -7.684 -9.908 -11.290 -11.930 -12.307 -12.919 -13.350 -13.595 
5.10204 -3.951 -7.307 -9.671 -11.094 -11.745 -12.177 -12.814 -13.281 -13.578 
5.30612 -3.699 -7.009 -9.331 -10.809 -11.643 -11.965 -12.679 -13.250 -13.497 
5.51020 -3.294 -6.599 -9.248 -10.799 -11.486 -11.881 -12.640 -13.186 -13.456 
5.71429 -2.820 -6.444 -9.062 -10.653 -11.388 -11.762 -12.493 -13.116 -13.405 
5.91837 -2.342 -6.225 -8.763 -10.339 -11.204 -11.702 -12.428 -13.071 -13.342 
