# t[days] Lbol[erg/s]
1.22449 4.65485e+41
1.42857 4.65485e+41
1.63265 4.60120e+41
1.83673 4.60120e+41
2.04082 4.85479e+41
2.24490 4.93616e+41
2.44898 4.98660e+41
2.65306 4.99354e+41
2.85714 5.05290e+41
3.06122 5.08108e+41
3.26531 5.08108e+41
3.46939 5.07429e+41
3.67347 5.05416e+41
3.87755 4.93436e+41
4.08163 4.87038e+41
4.28571 4.75871e+41
4.48980 4.61401e+41
4.69388 4.51001e+41
4.89796 4.41682e+41
5.10204 4.28651e+41
5.30612 4.10183e+41
5.51020 3.98177e+41
5.71429 3.81141e+41
5.91837 3.71772e+41
