# t[days] Lbol[erg/s]
1.22449 1.37577e+40
1.42857 1.37577e+40
1.63265 1.18015e+40
1.83673 1.03007e+40
2.04082 9.08724e+39
2.24490 8.15525e+39
2.44898 7.46056e+39
2.65306 6.69894e+39
2.85714 6.05917e+39
3.06122 5.52733e+39
3.26531 5.04267e+39
3.46939 4.66854e+39
3.67347 4.28610e+39
3.87755 3.91616e+39
4.08163 3.56148e+39
4.28571 3.26761e+39
4.48980 3.09073e+39
4.69388 2.85606e+39
4.89796 2.62683e+39
5.10204 2.42350e+39
5.30612 2.26833e+39
5.51020 2.14574e+39
5.71429 1.98559e+39
5.91837 1.83947e+39
