# t[days] Lbol[erg/s]
1.22449 1.06088e+42
1.42857 1.09118e+42
1.63265 1.14685e+42
1.83673 1.16621e+42
2.04082 1.16621e+42
2.24490 1.16047e+42
2.44898 1.13726e+42
2.65306 1.12002e+42
2.85714 1.07327e+42
3.06122 1.02948e+42
3.26531 9.70672e+41
3.46939 9.34961e+41
3.67347 8.74911e+41
3.87755 8.19814e+41
4.08163 7.74839e+41
4.28571 7.24099e+41
4.48980 6.80557e+41
4.69388 6.41622e+41
4.89796 5.95475e+41
5.10204 5.56333e+41
5.30612 5.19205e+41
5.51020 4.83994e+41
5.71429 4.55948e+41
5.91837 4.29718e+41
