# t[days] Lbol[erg/s]
1.22449 1.51203e+41
1.42857 1.51203e+41
1.63265 1.47033e+41
1.83673 1.43396e+41
2.04082 1.36110e+41
2.24490 1.25012e+41
2.44898 1.15102e+41
2.65306 1.10643e+41
2.85714 1.08530e+41
3.06122 1.04420e+41
3.26531 1.04294e+41
3.46939 1.01681e+41
3.67347 9.59429e+40
3.87755 9.48142e+40
4.08163 9.35664e+40
4.28571 8.99941e+40
4.48980 8.99941e+40
4.69388 8.89913e+40
4.89796 8.66069e+40
5.10204 8.46519e+40
5.30612 8.43030e+40
5.51020 8.30287e+40
5.71429 8.13262e+40
5.91837 8.10179e+40
