# t[days] Lbol[erg/s]
1.22449 1.87857e+41
1.42857 1.88992e+41
1.63265 1.88992e+41
1.83673 1.88992e+41
2.04082 1.89381e+41
2.24490 1.92088e+41
2.44898 1.92088e+41
2.65306 1.91523e+41
2.85714 1.88972e+41
3.06122 1.86458e+41
3.26531 1.84532e+41
3.46939 1.79090e+41
3.67347 1.73487e+41
3.87755 1.67730e+41
4.08163 1.63778e+41
4.28571 1.57645e+41
4.48980 1.50146e+41
4.69388 1.43433e+41
4.89796 1.39506e+41
5.10204 1.33069e+41
5.30612 1.28522e+41
5.51020 1.21033e+41
5.71429 1.15869e+41
5.91837 1.11182e+41
