# t[days] Lbol[erg/s]
1.22449 2.22926e+41
1.42857 2.22926e+41
1.63265 2.08767e+41
1.83673 1.98962e+41
2.04082 1.81304e+41
2.24490 1.68364e+41
2.44898 1.52621e+41
2.65306 1.43257e+41
2.85714 1.31159e+41
3.06122 1.20220e+41
3.26531 1.09617e+41
3.46939 1.01458e+41
3.67347 9.44715e+40
3.87755 8.72134e+40
4.08163 8.16273e+40
4.28571 7.50260e+40
4.48980 6.95017e+40
4.69388 6.54279e+40
4.89796 6.07271e+40
5.10204 5.61172e+40
5.30612 5.22880e+40
5.51020 4.90958e+40
5.71429 4.57286e+40
5.91837 4.31123e+40
