# t[days] Lbol[erg/s]
1.22449 1.98548e+40
1.42857 1.98548e+40
1.63265 1.59245e+40
1.83673 1.33615e+40
2.04082 1.13685e+40
2.24490 9.98804e+39
2.44898 8.80517e+39
2.65306 7.90966e+39
2.85714 7.08353e+39
3.06122 6.42458e+39
3.26531 5.79688e+39
3.46939 5.31267e+39
3.67347 4.84485e+39
3.87755 4.48788e+39
4.08163 4.11592e+39
4.28571 3.82644e+39
4.48980 3.47243e+39
4.69388 3.27386e+39
4.89796 3.01739e+39
5.10204 2.81876e+39
5.30612 2.63872e+39
5.51020 2.43201e+39
5.71429 2.27550e+39
5.91837 2.11978e+39
