# t[days] Lbol[erg/s]
1.22449 7.77421e+41
1.42857 7.97244e+41
1.63265 8.01359e+41
1.83673 8.01693e+41
2.04082 8.01693e+41
2.24490 7.88219e+41
2.44898 7.63542e+41
2.65306 7.23447e+41
2.85714 6.92659e+41
3.06122 6.55822e+41
3.26531 6.14191e+41
3.46939 5.81311e+41
3.67347 5.45888e+41
3.87755 5.07489e+41
4.08163 4.76075e+41
4.28571 4.48826e+41
4.48980 4.17653e+41
4.69388 3.91372e+41
4.89796 3.65108e+41
5.10204 3.41754e+41
5.30612 3.16481e+41
5.51020 2.93598e+41
5.71429 2.77133e+41
5.91837 2.59086e+41
