# t[days] Lbol[erg/s]
1.22449 9.47965e+40
1.42857 9.47965e+40
1.63265 8.79322e+40
1.83673 7.96505e+40
2.04082 7.23390e+40
2.24490 6.96127e+40
2.44898 6.42431e+40
2.65306 5.85275e+40
2.85714 5.44267e+40
3.06122 4.98000e+40
3.26531 4.68097e+40
3.46939 4.24100e+40
3.67347 3.91971e+40
3.87755 3.62042e+40
4.08163 3.21246e+40
4.28571 3.09359e+40
4.48980 2.78163e+40
4.69388 2.58439e+40
4.89796 2.45330e+40
5.10204 2.28973e+40
5.30612 2.07502e+40
5.51020 1.94371e+40
5.71429 1.72505e+40
5.91837 1.61885e+40
