# t[days] Lbol[erg/s]
1.22449 8.58298e+41
1.42857 8.58298e+41
1.63265 8.28361e+41
1.83673 8.10175e+41
2.04082 7.72805e+41
2.24490 7.26162e+41
2.44898 7.03689e+41
2.65306 6.51850e+41
2.85714 6.04197e+41
3.06122 5.65877e+41
3.26531 5.28770e+41
3.46939 4.90656e+41
3.67347 4.58946e+41
3.87755 4.23340e+41
4.08163 3.92024e+41
4.28571 3.58657e+41
4.48980 3.35254e+41
4.69388 3.12743e+41
4.89796 2.88318e+41
5.10204 2.70758e+41
5.30612 2.53744e+41
5.51020 2.34190e+41
5.71429 2.17396e+41
5.91837 2.01393e+41
