# t[days] Lbol[erg/s]
1.22449 6.26645e+40
1.42857 6.51748e+40
1.63265 6.91799e+40
1.83673 7.07643e+40
2.04082 7.07643e+40
2.24490 6.98501e+40
2.44898 6.83687e+40
2.65306 6.62436e+40
2.85714 6.33226e+40
3.06122 5.94832e+40
3.26531 5.67254e+40
3.46939 5.31580e+40
3.67347 4.99337e+40
3.87755 4.67831e+40
4.08163 4.31334e+40
4.28571 4.03946e+40
4.48980 3.75504e+40
4.69388 3.45422e+40
4.89796 3.25585e+40
5.10204 2.98577e+40
5.30612 2.77749e+40
5.51020 2.60380e+40
5.71429 2.43317e+40
5.91837 2.26091e+40
