# t[days] u g r i z y J H K
1.22449 -10.679 -13.143 -14.459 -15.165 -15.479 -15.603 -15.580 -15.482 -15.185 
1.42857 -10.679 -13.143 -14.459 -15.165 -15.479 -15.603 -15.580 -15.482 -15.185 
1.63265 -10.030 -12.730 -14.144 -14.890 -15.243 -15.353 -15.395 -15.364 -15.167 
1.83673 -9.319 -12.191 -13.770 -14.612 -14.966 -15.110 -15.186 -15.233 -15.105 
2.04082 -8.811 -11.802 -13.420 -14.329 -14.743 -14.884 -15.010 -15.088 -15.031 
2.24490 -7.850 -11.302 -13.044 -14.010 -14.453 -14.646 -14.830 -15.012 -14.976 
2.44898 -7.436 -10.848 -12.727 -13.745 -14.193 -14.390 -14.684 -14.895 -14.927 
2.65306 -6.520 -10.431 -12.382 -13.415 -13.941 -14.146 -14.494 -14.780 -14.841 
2.85714 -6.195 -10.077 -12.024 -13.138 -13.671 -13.922 -14.328 -14.660 -14.775 
3.06122 -5.594 -9.586 -11.720 -12.854 -13.439 -13.683 -14.155 -14.553 -14.654 
3.26531 -4.674 -9.141 -11.349 -12.616 -13.165 -13.470 -14.003 -14.418 -14.606 
3.46939 -3.918 -8.710 -11.009 -12.296 -12.901 -13.222 -13.809 -14.336 -14.556 
3.67347 -3.475 -8.338 -10.719 -12.009 -12.681 -12.996 -13.628 -14.202 -14.460 
3.87755 -3.292 -8.066 -10.396 -11.764 -12.394 -12.788 -13.479 -14.120 -14.416 
4.08163 -2.176 -7.588 -10.045 -11.472 -12.136 -12.505 -13.331 -13.991 -14.317 
4.28571 -1.587 -7.178 -9.700 -11.123 -11.893 -12.345 -13.095 -13.856 -14.242 
4.48980 -1.546 -6.919 -9.438 -10.898 -11.629 -12.025 -12.977 -13.784 -14.152 
4.69388 0.035 -6.607 -9.217 -10.621 -11.411 -11.838 -12.758 -13.622 -14.088 
4.89796 0.701 -6.130 -8.777 -10.408 -11.210 -11.624 -12.615 -13.473 -13.980 
5.10204 1.366 -5.849 -8.509 -9.998 -10.885 -11.390 -12.441 -13.303 -13.897 
5.30612 2.032 -5.383 -8.107 -9.790 -10.676 -11.184 -12.242 -13.227 -13.810 
5.51020 2.697 -5.223 -7.787 -9.679 -10.464 -10.894 -12.043 -13.103 -13.683 
5.71429 3.363 -5.198 -7.660 -9.308 -10.093 -10.659 -11.948 -12.974 -13.601 
5.91837 3.363 -4.114 -7.177 -9.073 -10.027 -10.376 -11.696 -12.852 -13.549 
