# t[days] Lbol[erg/s]
1.22449 1.46332e+40
1.42857 1.46332e+40
1.63265 1.21654e+40
1.83673 1.05605e+40
2.04082 9.17107e+39
2.24490 8.23264e+39
2.44898 7.41745e+39
2.65306 6.68326e+39
2.85714 6.10763e+39
3.06122 5.57493e+39
3.26531 5.07897e+39
3.46939 4.67206e+39
3.67347 4.30470e+39
3.87755 4.03048e+39
4.08163 3.67567e+39
4.28571 3.43636e+39
4.48980 3.20482e+39
4.69388 2.94721e+39
4.89796 2.76069e+39
5.10204 2.58013e+39
5.30612 2.41965e+39
5.51020 2.22342e+39
5.71429 2.09168e+39
5.91837 1.95396e+39
