# t[days] u g r i z y J H K
1.22449 -10.473 -11.759 -12.870 -13.522 -13.686 -13.559 -13.706 -13.666 -13.540 
1.42857 -10.473 -11.759 -12.870 -13.522 -13.686 -13.632 -13.771 -13.767 -13.702 
1.63265 -10.002 -11.529 -12.778 -13.438 -13.591 -13.667 -13.853 -13.837 -13.752 
1.83673 -9.533 -11.183 -12.546 -13.283 -13.553 -13.632 -13.853 -13.837 -13.779 
2.04082 -8.994 -10.897 -12.368 -13.140 -13.447 -13.572 -13.827 -13.853 -13.900 
2.24490 -8.508 -10.599 -12.179 -13.064 -13.400 -13.560 -13.734 -13.889 -13.906 
2.44898 -8.087 -10.338 -12.010 -12.932 -13.244 -13.419 -13.717 -13.897 -13.900 
2.65306 -7.559 -10.103 -11.827 -12.807 -13.118 -13.356 -13.637 -13.897 -13.856 
2.85714 -7.044 -9.707 -11.555 -12.606 -13.061 -13.274 -13.597 -13.832 -13.854 
3.06122 -6.719 -9.538 -11.384 -12.491 -12.969 -13.214 -13.519 -13.814 -13.834 
3.26531 -6.251 -9.128 -11.164 -12.290 -12.830 -13.083 -13.452 -13.728 -13.805 
3.46939 -5.751 -8.858 -10.962 -12.183 -12.647 -12.943 -13.415 -13.700 -13.755 
3.67347 -5.386 -8.393 -10.798 -11.890 -12.515 -12.756 -13.318 -13.620 -13.729 
3.87755 -4.909 -8.361 -10.493 -11.814 -12.387 -12.700 -13.241 -13.541 -13.706 
4.08163 -4.292 -7.904 -10.270 -11.637 -12.218 -12.560 -13.144 -13.485 -13.682 
4.28571 -4.292 -7.635 -10.077 -11.468 -12.071 -12.449 -13.039 -13.447 -13.654 
4.48980 -3.954 -7.519 -9.803 -11.351 -11.989 -12.310 -12.980 -13.439 -13.574 
4.69388 -2.953 -7.132 -9.538 -11.116 -11.759 -12.172 -12.840 -13.338 -13.545 
4.89796 -2.891 -6.781 -9.353 -10.939 -11.635 -12.073 -12.811 -13.258 -13.534 
5.10204 -2.191 -6.540 -9.110 -10.774 -11.547 -11.903 -12.690 -13.242 -13.487 
5.30612 -1.589 -6.190 -8.944 -10.478 -11.370 -11.768 -12.633 -13.161 -13.410 
5.51020 -1.003 -5.883 -8.689 -10.391 -11.233 -11.695 -12.484 -13.084 -13.397 
5.71429 -1.003 -5.643 -8.464 -10.128 -11.123 -11.544 -12.415 -13.005 -13.282 
5.91837 -0.487 -5.168 -8.252 -10.009 -10.859 -11.369 -12.298 -12.939 -13.282 
