# t[days] Lbol[erg/s]
1.22449 4.22511e+41
1.42857 4.22511e+41
1.63265 4.01747e+41
1.83673 3.75856e+41
2.04082 3.50510e+41
2.24490 3.28068e+41
2.44898 3.02062e+41
2.65306 2.78302e+41
2.85714 2.58662e+41
3.06122 2.40208e+41
3.26531 2.19191e+41
3.46939 2.02117e+41
3.67347 1.87396e+41
3.87755 1.75342e+41
4.08163 1.60699e+41
4.28571 1.47577e+41
4.48980 1.38544e+41
4.69388 1.28150e+41
4.89796 1.18787e+41
5.10204 1.11106e+41
5.30612 1.03536e+41
5.51020 9.55693e+40
5.71429 8.92087e+40
5.91837 8.31519e+40
