# t[days] Lbol[erg/s]
1.22449 8.81271e+40
1.42857 8.81271e+40
1.63265 8.49775e+40
1.83673 8.14854e+40
2.04082 7.96819e+40
2.24490 7.95381e+40
2.44898 7.79395e+40
2.65306 7.78023e+40
2.85714 7.78023e+40
3.06122 7.85044e+40
3.26531 7.85044e+40
3.46939 7.55792e+40
3.67347 7.53846e+40
3.87755 7.53846e+40
4.08163 7.40406e+40
4.28571 7.27404e+40
4.48980 7.09036e+40
4.69388 7.02660e+40
4.89796 6.88249e+40
5.10204 6.66890e+40
5.30612 6.56231e+40
5.51020 6.34482e+40
5.71429 6.05186e+40
5.91837 5.97582e+40
