# t[days] u g r i z y J H K
1.22449 -12.614 -13.288 -14.062 -14.617 -14.741 -14.834 -14.852 -14.588 -14.418 
1.42857 -12.614 -13.288 -14.062 -14.617 -14.766 -14.834 -14.852 -14.656 -14.606 
1.63265 -12.367 -13.109 -13.978 -14.493 -14.741 -14.834 -14.852 -14.725 -14.606 
1.83673 -11.962 -12.909 -13.897 -14.481 -14.726 -14.842 -14.881 -14.757 -14.611 
2.04082 -11.696 -12.772 -13.803 -14.438 -14.703 -14.847 -14.918 -14.847 -14.758 
2.24490 -11.457 -12.589 -13.667 -14.398 -14.701 -14.842 -14.921 -14.950 -14.842 
2.44898 -11.171 -12.391 -13.598 -14.359 -14.656 -14.777 -14.967 -14.984 -14.904 
2.65306 -10.886 -12.213 -13.397 -14.233 -14.576 -14.757 -14.999 -15.035 -14.946 
2.85714 -10.626 -12.016 -13.320 -14.213 -14.571 -14.721 -15.003 -15.035 -15.031 
3.06122 -10.390 -11.797 -13.189 -14.083 -14.530 -14.680 -14.999 -15.034 -15.039 
3.26531 -10.085 -11.639 -13.107 -14.074 -14.493 -14.680 -14.941 -15.034 -15.080 
3.46939 -9.739 -11.377 -12.972 -13.941 -14.393 -14.622 -14.926 -15.106 -15.081 
3.67347 -9.455 -11.256 -12.787 -13.902 -14.345 -14.590 -14.897 -15.106 -15.094 
3.87755 -9.226 -11.055 -12.681 -13.766 -14.252 -14.496 -14.882 -15.058 -15.095 
4.08163 -8.914 -10.787 -12.505 -13.640 -14.232 -14.468 -14.873 -15.042 -15.095 
4.28571 -8.686 -10.504 -12.429 -13.546 -14.166 -14.465 -14.797 -15.000 -15.095 
4.48980 -8.300 -10.409 -12.236 -13.402 -14.096 -14.372 -14.768 -14.985 -15.071 
4.69388 -8.072 -10.191 -12.144 -13.368 -13.946 -14.294 -14.736 -14.981 -15.059 
4.89796 -7.746 -10.113 -11.994 -13.229 -13.895 -14.242 -14.665 -14.965 -15.059 
5.10204 -7.427 -9.876 -11.811 -13.121 -13.793 -14.157 -14.602 -14.952 -15.059 
5.30612 -7.193 -9.656 -11.651 -13.013 -13.684 -14.056 -14.588 -14.892 -14.992 
5.51020 -6.934 -9.371 -11.488 -12.924 -13.616 -13.998 -14.547 -14.840 -14.985 
5.71429 -6.552 -9.247 -11.410 -12.783 -13.517 -13.900 -14.463 -14.818 -14.985 
5.91837 -6.251 -9.127 -11.128 -12.661 -13.429 -13.844 -14.410 -14.805 -14.985 
