# t[days] u g r i z y J H K
0.51724 -11.473 -13.034 -13.400 -13.464 -13.076 -12.875 -13.378 -12.413 -11.604 
1.03448 -11.473 -13.034 -13.400 -13.985 -14.248 -14.362 -14.215 -13.873 -13.610 
1.55172 -9.364 -11.988 -13.311 -13.985 -14.248 -14.362 -14.215 -14.064 -14.118 
2.06897 -7.385 -10.565 -12.098 -13.040 -13.454 -13.798 -14.041 -14.064 -14.118 
2.58621 -4.521 -9.120 -10.933 -12.132 -12.542 -13.006 -13.327 -13.622 -13.956 
3.10345 -3.338 -7.352 -9.599 -10.993 -11.736 -11.993 -12.859 -13.275 -13.533 
3.62069 0.697 -5.753 -8.512 -9.884 -10.858 -11.400 -12.171 -12.851 -13.129 
4.13793 3.131 -3.912 -7.384 -9.116 -9.863 -10.342 -11.491 -12.540 -12.855 
4.65517 5.565 -3.502 -6.052 -7.752 -8.755 -9.744 -11.004 -11.917 -12.609 
5.17241 7.999 -1.983 -5.021 -6.577 -8.432 -9.412 -10.302 -11.508 -12.357 
5.68966 10.433 -0.461 -4.744 -6.488 -7.360 -8.455 -9.885 -11.002 -12.059 
6.20690 12.867 1.061 0.516 -4.935 -6.194 -7.018 -9.464 -10.729 -11.773 
6.72414 15.301 2.424 2.322 -4.701 -5.401 -5.997 -8.497 -10.385 -11.366 
7.24138 17.735 3.787 4.127 -3.497 -5.035 -5.249 -8.098 -9.839 -11.304 
7.75862 20.169 5.150 5.933 -3.474 -5.035 -5.120 -7.357 -9.381 -10.734 
8.27586 22.603 6.513 7.739 -2.559 -4.152 -2.319 -6.434 -8.800 -10.431 
8.79310 25.037 7.875 9.544 -1.643 -3.528 0.616 -6.430 -8.700 -10.031 
9.31034 27.471 9.238 11.350 -0.728 -3.485 2.143 -6.143 -7.964 -9.923 
9.82759 29.905 10.601 13.155 0.187 -2.788 3.670 -4.829 -7.852 -9.584 
10.34483 32.339 11.964 14.961 0.924 -2.202 5.196 -4.481 -6.925 -9.143 
10.86207 34.774 13.327 16.766 1.661 -1.628 6.723 0.344 -6.696 -8.833 
11.37931 37.208 14.690 18.572 2.398 -1.067 8.250 1.699 -6.322 -8.359 
11.89655 39.642 16.052 20.378 3.135 -0.519 9.777 3.055 -5.404 -8.010 
12.41379 42.076 17.415 22.183 3.872 0.017 11.304 4.410 -3.937 -7.351 
12.93103 44.510 18.778 23.989 4.609 0.578 12.830 5.766 -3.937 -7.091 
13.44828 46.944 20.141 25.794 5.345 1.139 14.357 7.122 -3.937 -6.953 
13.96552 49.378 21.504 27.600 6.082 1.700 15.884 8.477 4.990 -5.963 
14.48276 51.812 22.866 29.406 6.819 2.261 17.411 9.833 7.253 -5.836 
15.00000 51.812 22.866 29.406 6.819 2.261 17.411 9.833 7.253 -5.196 
